,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
248,1,0,1,1,1,0,1,0,0,1,0,9,0,251,9,76,0,0,2
249,1,0,0,1,1,1,1,1,0,1,0,11,0,266,16,71,1,12,2
252,1,0,0,1,0,0,0,0,0,1,0,10,2,224,20,70,1,37,3
253,1,0,0,1,0,0,0,0,0,1,0,10,0,228,1,81,1,14,3
257,1,0,0,1,0,1,0,1,0,1,0,10,1,247,9,73,0,0,2
258,1,1,0,1,0,0,0,0,0,1,0,9,0,233,16,73,1,30,1
259,0,0,0,1,0,1,0,1,0,1,0,6,0,275,21,75,1,66,2
261,0,0,0,0,0,0,0,0,0,1,0,8,4,242,15,70,1,25,1
263,0,0,0,0,0,0,0,0,0,1,1,9,5,258,29,81,1,25,2
269,1,0,0,1,0,1,0,1,0,1,0,9,2,232,18,77,0,0,3
272,1,0,1,0,0,0,0,0,0,1,0,10,1,241,4,80,0,0,2
273,1,0,1,0,1,0,0,1,0,1,0,10,0,269,3,81,1,65,2
289,1,0,0,0,1,0,0,0,0,1,0,8,0,255,4,76,0,0,3
290,0,0,0,0,0,0,0,0,0,1,2,10,3,215,4,70,1,2,3
291,1,0,0,0,0,1,0,1,0,1,1,10,8,265,26,71,1,15,1
295,0,0,0,1,0,0,1,0,0,1,1,10,4,247,33,80,1,8,1
297,0,0,0,1,0,0,1,0,0,1,0,8,0,258,7,80,1,27,2
298,1,0,0,0,0,0,0,0,0,1,0,8,0,247,9,76,0,0,3
302,1,0,0,1,1,0,0,0,0,1,0,10,0,256,2,80,1,38,3
309,1,0,0,1,0,0,0,0,0,1,0,9,0,211,1,81,1,39,2
314,1,0,0,1,0,0,0,0,0,1,0,11,0,255,9,73,0,0,2
315,0,0,0,1,0,0,0,0,0,1,-9,11,0,260,3,70,1,48,3
317,0,1,0,1,0,0,0,0,0,1,0,8,0,242,7,76,0,0,2
327,0,0,0,0,0,1,0,1,0,1,0,10,11,248,46,76,1,42,3
328,0,0,0,1,0,0,1,0,0,0,0,9,0,248,6,77,0,0,2
340,1,0,0,1,0,0,1,0,0,1,2,9,0,257,5,80,0,0,3
341,1,0,0,0,0,0,0,0,0,1,0,7,2,247,6,80,1,49,3
342,0,0,1,1,0,0,1,0,0,1,0,11,2,248,14,70,0,0,1
343,1,0,0,0,0,0,0,0,0,1,0,9,0,219,7,81,0,0,3
344,1,0,0,1,0,1,0,1,0,1,0,8,0,212,10,80,0,0,3
346,1,0,0,1,0,0,1,0,0,1,0,9,0,297,2,73,1,44,3
350,0,0,0,1,0,0,0,0,0,1,0,8,0,239,6,79,1,55,2
351,0,0,0,0,0,0,0,0,0,1,0,9,0,205,3,76,1,8,1
354,0,0,0,0,0,0,0,0,0,1,0,9,0,220,3,81,1,71,1
355,0,0,0,0,0,0,0,0,0,1,0,7,0,264,4,80,1,9,2
359,1,0,1,0,0,0,1,0,0,1,5,8,0,296,12,78,1,39,1
360,1,0,0,0,0,0,0,0,0,1,0,9,3,231,7,76,0,0,3
361,1,0,0,1,0,0,1,0,0,1,1,9,0,273,6,79,1,33,3
370,0,0,0,0,0,0,0,0,0,1,0,10,0,208,2,76,0,0,2
371,1,0,0,1,0,0,0,0,0,1,0,6,1,219,23,72,0,0,3
372,1,0,0,1,1,1,1,1,0,1,0,10,0,241,18,80,0,0,2
373,1,0,0,0,0,0,0,0,0,1,0,10,0,211,5,76,0,0,1
375,1,0,0,0,1,0,1,0,0,1,0,10,1,254,3,78,1,8,3
376,1,0,0,0,0,0,1,0,0,1,0,10,2,243,7,71,0,0,2
380,1,0,0,1,0,0,1,1,0,1,0,10,5,248,55,73,1,5,2
382,0,0,0,1,0,0,0,0,0,1,0,9,0,211,12,80,0,0,3
385,1,0,0,0,0,1,0,1,0,1,0,8,1,222,32,70,0,0,3
387,1,0,0,1,0,0,0,0,0,1,0,10,0,222,9,78,0,0,3
391,0,0,0,1,0,0,0,0,0,1,0,9,0,203,6,70,0,0,1
392,1,0,0,1,0,0,0,0,0,1,5,8,0,235,1,74,1,8,3
393,1,1,1,0,0,0,0,0,0,1,0,7,1,255,11,76,0,0,2
396,0,0,0,0,0,0,0,0,0,1,0,10,3,219,16,71,1,9,3
406,0,0,0,1,1,1,1,0,0,1,0,11,1,302,14,78,1,65,2
409,1,0,0,1,1,0,0,0,0,1,0,11,0,239,2,72,0,0,3
412,0,0,0,1,0,0,0,0,0,1,0,10,0,238,0,72,1,40,3
413,1,0,1,0,1,0,1,0,0,1,0,9,0,305,20,70,1,45,2
415,0,0,0,0,0,0,0,0,0,1,2,11,0,275,4,74,1,18,3
416,1,0,1,0,0,0,0,0,0,1,1,9,1,225,6,80,0,0,1
418,1,0,0,1,0,0,1,0,0,1,1,7,0,267,3,71,1,26,3
423,0,0,1,0,0,1,0,1,0,1,0,9,3,236,23,74,1,42,3
424,1,0,0,1,0,1,1,0,0,1,0,9,0,257,14,74,1,18,3
427,0,0,0,1,0,0,0,0,0,1,0,9,1,249,20,74,1,18,2
429,0,0,0,1,0,0,0,0,0,1,0,9,0,219,11,73,1,3,3
431,1,0,0,1,0,0,0,0,0,1,0,12,0,266,2,74,1,56,3
433,1,1,0,1,1,0,0,0,0,1,0,13,0,238,4,74,1,21,1
435,1,0,1,1,0,1,1,1,0,1,0,10,0,234,13,77,1,61,2
436,1,0,0,1,0,0,0,0,0,1,0,9,0,212,10,79,1,10,3
437,1,0,0,1,0,0,0,0,0,0,0,11,0,223,3,78,1,36,3
439,1,0,1,0,0,1,0,1,0,1,0,9,3,217,23,74,0,0,3
442,1,0,0,1,0,0,0,0,0,1,0,7,1,222,6,73,1,41,3
443,0,0,0,1,0,0,0,0,0,1,0,11,0,283,5,76,1,47,2
444,0,0,0,0,0,0,0,0,0,1,-9,10,0,224,13,79,1,52,3
448,0,1,0,1,1,0,0,0,0,1,1,12,2,285,7,70,1,22,1
451,1,0,0,1,0,0,0,0,0,1,0,9,0,224,0,72,1,16,3
456,1,0,0,1,0,0,0,0,0,1,0,8,2,206,7,80,0,0,3
457,1,0,0,1,0,0,0,0,0,0,0,10,0,223,6,70,0,0,2
463,1,0,0,0,0,0,0,0,0,1,1,9,4,271,5,79,1,18,3
469,0,0,0,1,0,0,0,0,0,1,0,7,0,219,16,80,1,5,3
473,0,0,0,0,0,0,0,0,0,1,0,10,3,212,15,76,0,0,3
474,0,0,0,1,0,0,0,0,0,1,0,8,0,220,10,73,0,0,3
476,0,0,0,1,0,0,0,0,0,1,0,11,0,220,11,77,1,18,3
477,0,0,1,1,0,1,0,1,0,1,0,10,3,255,50,72,1,8,1
478,0,0,0,1,0,0,0,0,0,1,1,9,0,276,8,75,1,36,3
482,1,0,0,1,0,0,0,0,0,1,0,12,0,254,8,78,0,0,2
484,1,0,0,1,0,0,0,0,0,1,1,7,0,234,5,81,0,0,2
489,0,0,0,0,0,1,0,1,0,1,0,10,3,234,30,79,1,30,3
490,0,0,1,0,0,0,0,0,0,1,0,0,0,303,3,80,1,46,3
492,1,0,0,0,1,0,0,0,0,1,0,10,3,231,10,81,1,18,1
494,1,0,0,1,1,1,1,1,0,1,-9,13,6,311,55,76,1,64,3
496,1,0,0,1,1,0,0,1,0,1,0,8,8,247,42,74,0,0,3
499,0,0,0,1,0,1,1,1,0,1,1,12,0,293,30,77,1,45,1
503,0,1,0,1,1,1,1,0,1,0,0,10,0,252,21,71,0,0,1
507,0,0,0,0,0,0,0,0,0,1,3,12,0,248,4,73,0,0,1
512,1,0,0,1,0,0,1,0,0,1,0,10,0,233,4,79,0,0,3
514,1,0,0,1,0,0,0,1,0,1,1,9,4,227,24,73,0,0,3
516,1,0,0,1,0,0,0,0,0,1,0,9,0,224,7,77,0,0,3
517,1,0,0,1,1,0,1,0,0,1,0,9,0,258,3,75,0,0,2
518,1,0,1,0,0,0,0,0,0,1,0,9,0,215,7,74,0,0,1
524,1,0,0,0,0,0,0,0,0,1,0,12,0,262,10,80,0,0,2
527,0,0,0,0,0,0,0,0,0,1,1,12,0,280,5,71,1,9,1
530,0,0,0,1,0,1,1,1,0,1,0,8,1,253,26,75,1,19,2
534,0,0,0,1,0,0,0,0,0,1,0,9,0,247,2,78,0,0,3
539,0,0,0,1,0,0,0,0,0,1,0,9,0,249,4,76,0,0,1
541,1,0,0,0,0,1,0,1,0,1,0,9,1,242,38,72,0,0,2
542,0,1,1,0,0,0,0,0,0,1,0,10,2,218,9,71,1,7,1
544,1,0,0,1,1,0,0,0,0,1,0,12,0,297,3,76,1,70,2
547,0,0,0,1,0,0,0,1,0,1,0,8,7,217,21,73,1,67,3
549,1,0,0,1,0,0,0,0,0,1,0,11,0,238,8,79,0,0,2
551,1,0,0,1,1,0,1,0,0,1,0,10,1,276,15,74,1,22,1
554,0,0,0,1,0,0,0,0,0,1,0,7,0,210,11,76,0,0,3
556,0,1,0,1,0,0,0,0,0,1,0,10,0,253,5,72,0,75,2
557,0,0,0,1,0,0,0,0,0,1,0,9,0,239,6,81,0,0,2
559,0,0,0,0,0,1,0,1,0,1,1,9,2,266,19,77,1,74,2
563,0,0,0,1,0,0,1,0,0,1,0,10,0,257,7,76,1,23,3
566,1,1,1,1,1,0,0,0,0,1,0,11,0,248,9,73,0,0,2
567,0,0,0,1,0,1,0,1,0,1,0,8,1,226,23,73,0,0,3
569,0,1,0,0,0,0,1,0,0,1,-9,8,1,289,7,71,1,17,3
570,1,0,0,0,0,0,0,0,0,1,1,7,1,261,6,78,1,5,3
571,1,0,0,1,0,0,0,0,0,1,0,9,0,231,3,77,0,0,2
587,0,1,1,0,0,0,0,0,0,1,0,6,2,241,7,76,1,2,3
593,0,0,0,0,0,0,0,0,0,1,0,11,0,250,5,70,1,41,2
605,1,0,0,0,0,0,0,0,0,0,0,8,0,216,3,74,0,0,3
606,1,0,0,1,0,0,0,0,0,1,0,11,2,233,14,70,0,0,1
607,0,0,0,0,0,0,0,0,0,1,1,9,0,287,5,77,1,14,3
609,0,0,0,0,0,0,0,0,0,0,1,10,0,249,4,81,1,53,3
612,0,0,0,1,0,0,0,0,0,1,0,5,1,215,13,71,0,0,3
615,0,0,0,0,0,0,0,0,0,1,0,10,0,217,5,78,1,45,2
616,0,0,0,1,0,0,0,0,0,1,0,10,0,250,2,81,0,0,3
619,0,0,0,1,0,0,0,0,0,1,0,9,0,225,10,73,0,0,3
620,1,0,0,0,0,0,0,0,0,1,0,8,0,249,5,78,0,0,3
621,0,0,0,0,0,0,0,0,0,1,0,9,0,206,6,70,1,11,2
624,0,0,0,1,0,0,0,0,0,1,0,9,0,218,9,79,1,18,3
630,0,0,0,1,0,0,1,0,0,0,0,16,1,305,9,74,1,66,3
634,0,0,0,1,0,0,1,0,0,1,0,8,2,262,36,71,1,27,2
635,0,0,0,1,0,1,0,1,0,1,0,9,5,219,26,76,1,17,3
638,1,0,1,1,0,0,1,0,0,1,0,10,0,228,9,78,0,0,2
641,0,0,0,1,0,1,0,1,0,1,0,12,0,243,42,81,1,25,1
651,1,0,0,1,0,0,0,0,0,1,0,8,1,244,32,72,1,18,3
652,1,0,0,1,0,0,0,0,0,1,0,8,1,216,13,73,1,57,3
654,1,0,0,1,0,0,0,0,0,1,1,8,0,213,7,71,1,42,1
664,0,0,0,0,0,0,0,0,0,1,-9,10,0,224,2,81,0,0,3
666,1,0,0,1,0,0,0,0,0,1,0,12,0,218,5,77,0,0,3
668,1,0,0,0,0,0,0,0,0,1,0,8,0,215,6,72,0,0,2
669,0,0,0,1,0,0,0,0,0,1,1,11,0,235,5,75,0,0,3
677,0,0,0,1,0,0,0,0,0,1,0,11,0,213,1,72,0,0,3
678,1,0,0,1,0,1,0,1,0,1,0,8,0,210,15,80,0,0,3
679,1,0,0,1,0,1,1,1,0,1,0,12,1,254,45,77,0,0,2
683,1,0,0,0,0,0,0,0,0,1,0,10,0,227,4,71,0,0,3
684,0,0,0,0,0,0,0,0,0,1,0,10,0,213,6,78,1,46,3
690,1,0,0,1,0,0,0,0,0,1,0,8,1,206,6,74,0,0,2
692,0,0,0,1,0,1,0,1,0,1,0,10,0,226,11,81,1,14,3
697,0,0,0,1,0,0,0,0,0,1,2,10,0,229,31,81,1,1,3
698,1,0,0,1,0,0,0,0,0,1,0,10,0,250,5,78,0,0,3
705,1,0,0,0,0,0,0,0,0,1,0,10,0,204,3,76,1,8,1
718,0,0,0,1,0,0,0,0,0,1,0,10,0,259,13,78,1,47,1
720,0,0,0,0,0,0,0,0,0,1,1,9,2,264,7,73,1,10,3
722,1,0,0,1,0,1,0,0,0,1,1,9,1,207,12,71,1,8,3
728,1,0,0,1,0,0,0,0,0,1,0,11,0,251,2,81,0,0,3
730,0,0,0,1,0,0,0,0,0,1,0,11,0,266,9,70,1,9,3
736,1,0,0,1,0,1,1,1,0,1,1,9,2,213,27,76,1,18,3
739,1,0,1,1,0,0,0,0,0,1,0,10,0,226,4,70,1,34,2
743,1,0,0,1,0,1,1,0,0,1,0,11,4,280,28,74,1,52,2
747,0,0,0,1,0,0,0,0,0,1,5,12,0,287,0,71,1,70,3
748,0,0,0,0,0,1,0,1,0,1,0,10,0,247,47,76,1,23,3
749,1,0,0,0,0,0,0,0,0,1,0,10,0,217,8,80,0,0,3
751,1,0,0,0,0,0,1,0,0,1,0,12,0,257,6,76,0,0,3
752,0,0,0,1,0,0,0,0,0,0,0,10,1,240,12,74,0,0,3
761,0,0,0,1,0,0,0,0,0,1,0,8,2,212,10,80,1,6,3
769,0,0,0,1,0,0,0,0,0,1,0,12,0,256,1,81,0,0,3
771,0,0,0,0,0,0,0,0,0,1,0,8,0,212,16,73,1,19,3
772,0,0,0,1,0,0,0,0,0,1,0,11,4,257,9,70,1,10,2
775,0,0,0,1,0,0,0,0,0,1,0,10,0,225,4,74,1,28,1
778,0,0,0,1,0,1,0,1,0,1,0,8,1,220,22,79,0,0,3
781,1,0,0,0,0,0,0,0,0,1,0,12,0,241,5,76,0,0,2
784,1,0,1,1,0,0,0,0,0,1,0,12,1,241,18,74,0,0,1
788,0,0,0,1,0,0,0,0,0,1,0,9,0,190,6,70,0,0,2
789,0,0,0,1,0,1,0,1,0,1,0,6,0,208,8,80,0,0,3
790,0,0,0,1,0,0,1,0,0,1,0,9,0,235,14,73,0,0,2
792,0,0,0,1,0,0,0,0,0,1,0,7,0,229,13,73,0,0,3
793,1,0,0,1,0,0,1,0,0,1,0,9,1,247,10,81,0,0,3
794,1,1,1,1,1,0,1,0,0,1,0,8,0,308,7,79,1,71,1
795,1,1,1,1,0,0,0,0,0,1,0,10,0,220,2,71,1,17,2
796,0,0,0,0,0,0,1,0,0,1,0,9,1,283,6,73,1,30,3
797,0,0,0,1,0,0,0,0,0,1,0,10,0,216,1,80,0,0,2
798,1,0,0,1,0,0,0,0,0,1,0,10,0,236,1,81,0,0,3
799,0,0,0,0,0,0,0,0,0,1,1,12,2,248,15,71,1,21,1
800,0,0,0,1,0,1,0,1,0,1,4,10,11,230,38,70,1,15,3
803,1,0,0,1,0,0,0,0,0,1,1,10,0,261,7,76,0,0,3
805,0,0,0,1,0,0,1,0,0,0,0,10,2,257,50,74,0,0,3
806,1,0,1,1,0,0,0,0,0,1,0,12,0,240,6,71,0,0,1
810,1,0,0,0,0,0,1,0,0,1,0,12,2,261,8,74,1,15,3
812,1,0,0,0,0,0,0,0,0,1,0,9,1,193,8,78,1,35,3
813,0,0,0,1,1,0,1,0,0,1,1,12,1,250,6,74,0,0,1
815,0,0,0,1,0,0,0,1,0,1,2,9,2,241,31,72,1,12,2
816,1,0,0,0,0,0,0,0,0,1,0,6,0,234,9,77,1,22,2
827,1,0,0,0,0,0,0,0,0,1,-9,8,0,206,1,73,0,0,3
828,1,0,0,1,0,0,0,0,0,1,0,9,1,233,8,76,1,39,3
831,0,0,0,0,0,0,1,0,0,1,1,11,1,259,4,70,0,0,3
832,0,0,0,0,0,0,1,0,0,1,0,9,0,237,3,76,1,34,2
835,0,0,0,0,0,0,0,0,0,1,-9,10,0,206,2,72,1,16,3
837,1,0,0,1,0,1,1,1,0,1,0,6,2,240,24,74,0,0,3
845,1,0,0,1,0,0,0,0,0,1,0,8,0,229,17,77,1,4,2
851,0,0,1,0,0,0,0,0,0,1,0,11,0,227,5,73,0,0,2
856,1,0,0,0,0,0,0,0,0,1,0,9,6,232,21,76,1,7,3
858,0,0,0,0,0,1,0,1,0,1,0,10,8,229,22,73,0,0,3
860,1,1,0,0,0,0,1,0,0,1,0,9,1,280,5,76,1,33,1
862,1,0,0,1,0,0,0,0,0,1,0,8,0,257,3,78,1,14,2
865,0,0,0,0,1,0,0,0,0,1,0,12,0,281,5,81,1,12,2
866,0,0,0,0,0,0,0,0,0,0,0,10,0,220,3,76,1,34,3
868,0,0,0,1,0,1,0,1,0,1,0,11,0,234,12,72,0,0,3
869,1,0,0,0,0,0,0,1,0,1,0,10,0,247,4,73,1,30,2
876,1,0,0,1,0,0,0,0,0,1,0,8,0,208,10,75,1,22,3
883,0,0,0,1,0,0,0,0,0,1,0,12,0,236,4,72,0,74,3
885,0,0,1,1,0,0,0,0,0,1,0,8,0,199,2,80,1,38,1
890,0,0,0,1,0,0,0,0,0,1,1,12,1,262,12,73,1,11,3
893,0,0,0,1,0,0,0,1,0,1,0,9,0,222,12,81,1,18,3
896,1,0,0,1,0,0,0,0,0,1,0,10,0,214,7,77,0,0,3
897,0,0,0,1,0,0,1,0,0,1,0,8,0,244,28,77,0,0,1
900,1,0,0,0,0,0,0,0,0,1,0,9,0,253,2,80,0,0,1
903,0,1,0,1,0,0,0,0,0,1,0,9,0,253,9,70,0,0,1
905,0,0,0,1,0,0,0,0,0,1,1,10,1,231,8,77,1,5,3
915,0,1,1,0,0,0,0,0,0,1,0,12,0,283,6,74,1,11,2
916,0,0,0,0,0,0,0,0,0,0,1,9,2,228,16,70,1,4,3
924,0,1,1,1,0,0,0,0,0,0,0,9,1,238,7,73,1,6,2
925,0,1,0,0,0,0,0,0,0,1,0,11,0,233,6,72,1,23,1
932,1,0,0,1,1,0,1,0,0,1,1,10,1,258,18,77,1,10,2
935,1,0,1,1,0,0,0,0,0,1,0,11,0,228,8,79,0,0,2
938,0,0,0,0,0,0,0,0,0,1,0,9,0,204,4,80,0,0,3
942,1,0,1,1,1,0,0,0,0,1,-9,9,0,258,15,80,1,11,3
953,0,0,1,1,0,0,0,0,0,0,0,12,0,280,3,71,1,30,2
957,1,0,0,0,0,0,1,0,0,0,0,9,2,223,14,76,0,0,3
959,0,0,0,1,0,1,1,0,1,1,0,10,0,231,18,77,0,0,3
969,1,0,0,0,0,0,0,0,0,1,0,9,0,219,5,79,1,17,3
970,0,0,1,1,0,0,0,0,0,1,0,9,2,243,12,74,1,43,1
971,1,0,0,1,1,1,1,1,0,1,0,10,0,233,16,71,1,15,2
972,1,0,0,0,0,1,0,1,0,1,0,9,3,233,23,76,1,64,3
975,0,0,0,1,0,0,0,0,0,1,0,9,0,204,6,75,1,8,2
979,0,0,1,0,0,0,1,0,1,1,1,8,3,303,13,71,1,60,2
981,1,1,1,1,0,0,0,1,0,1,0,10,1,237,6,76,0,0,2
983,1,0,0,1,1,0,1,0,0,1,0,8,1,279,9,80,1,31,1
994,1,0,0,1,0,0,1,0,0,1,0,10,0,258,2,81,0,0,3
995,1,0,0,0,1,0,1,0,0,1,1,10,2,253,6,71,1,9,3
1002,0,0,0,1,0,1,0,1,0,1,0,9,3,224,28,77,0,0,3
1015,0,0,0,1,0,0,0,0,0,1,0,12,1,278,2,70,1,9,3
1016,0,0,0,1,0,0,0,0,0,1,0,9,0,211,6,75,1,19,2
1018,0,0,0,1,0,0,0,0,0,1,0,11,1,231,7,73,0,0,3
1019,0,0,0,0,1,0,0,0,0,1,0,9,0,216,3,76,0,0,3
1022,0,0,0,1,0,0,0,0,0,1,0,9,3,229,19,76,1,19,3
1027,0,0,0,0,0,0,0,0,0,1,0,10,1,301,7,71,1,69,2
1028,1,0,0,1,0,0,0,0,0,1,0,8,0,206,10,74,0,0,3
1035,0,0,0,1,0,0,0,0,0,1,0,7,0,232,5,70,1,21,2
1036,1,0,0,1,0,0,0,0,0,1,0,9,0,231,1,80,1,18,3
1038,0,0,0,0,0,0,0,0,0,1,0,9,0,220,5,74,1,20,2
1040,0,0,0,1,0,0,0,0,0,0,0,11,0,222,2,80,1,21,3
1049,1,0,0,1,0,0,0,0,0,1,0,9,1,216,13,81,1,2,3
1050,0,0,0,1,0,1,0,1,0,1,0,10,7,237,30,71,0,0,3
1051,1,0,0,0,0,0,0,0,0,1,1,12,4,246,6,81,1,28,3
1053,0,0,0,0,0,0,0,0,0,1,0,9,0,251,10,79,1,30,2
1057,1,0,0,1,0,0,0,0,0,1,0,9,1,215,7,78,0,0,3
1064,1,0,0,1,0,1,0,1,0,1,0,7,4,234,48,74,1,36,3
1065,0,0,1,0,0,0,0,0,0,1,1,10,1,242,6,77,1,21,2
1070,1,0,0,1,0,0,0,0,0,1,0,7,0,215,4,77,0,0,1
1072,0,0,0,0,0,0,0,0,0,1,0,10,0,208,5,76,0,0,2
1073,0,0,0,1,0,0,0,0,0,1,0,10,0,271,2,77,1,9,3
1076,1,0,0,0,0,1,1,1,0,1,1,9,3,265,28,76,1,21,1
1077,0,0,0,0,0,0,0,0,0,1,0,8,0,214,7,81,1,16,3
1088,0,0,0,0,0,0,0,0,0,1,0,10,0,208,5,76,0,0,1
1090,0,0,0,1,0,0,1,0,0,1,2,10,1,289,10,77,1,18,2
1098,0,1,1,0,0,1,0,0,0,1,1,10,4,273,19,80,1,30,2
1099,0,0,0,1,0,0,0,0,0,1,0,9,0,210,6,76,0,0,1
