,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
470,0,0,0,1,0,0,0,0,0,1,0,0,0,613,29,73,0,0,3
483,1,1,1,0,0,0,0,0,0,0,0,10,0,528,13,71,0,0,1
485,1,0,0,0,1,0,0,0,0,1,6,10,1,503,6,70,0,0,3
487,1,0,1,0,1,0,1,0,0,1,5,10,1,494,10,79,1,10,2
488,1,0,0,1,0,0,0,0,0,1,0,12,0,580,2,78,0,0,3
498,0,0,0,1,0,0,0,0,0,1,14,8,0,554,1,81,0,0,3
501,1,1,0,0,0,0,0,0,0,1,3,5,0,503,5,75,1,21,2
506,1,1,0,1,0,0,1,0,0,1,9,15,0,536,3,71,1,14,2
523,0,0,1,1,0,1,0,0,1,1,0,5,0,675,13,74,0,0,1
528,0,0,0,1,0,0,0,0,0,1,15,10,0,587,1,81,0,0,3
535,1,0,0,1,0,0,0,0,0,1,3,8,0,803,7,73,0,0,2
536,1,0,0,1,1,1,1,0,1,1,5,3,0,737,77,71,0,0,3
548,0,0,0,0,1,0,0,0,0,1,0,0,0,548,11,79,0,0,3
552,0,0,0,0,0,0,0,0,0,1,13,3,0,640,14,71,1,17,3
579,1,0,0,0,1,1,0,1,0,1,9,5,6,596,42,71,1,28,3
584,0,0,0,1,0,1,1,0,1,1,1,8,0,561,97,74,0,0,3
586,0,0,0,1,1,1,1,1,0,1,9,10,3,581,109,74,1,6,3
596,1,0,0,1,0,1,0,1,0,1,0,14,0,632,20,78,1,54,2
597,1,0,0,1,0,0,0,0,0,1,0,7,0,625,1,74,0,0,3
598,1,1,0,1,0,0,1,0,0,1,0,9,0,522,9,73,0,0,2
601,1,0,0,0,0,0,0,0,0,1,3,5,0,620,3,76,0,0,3
603,1,0,0,1,1,0,0,0,0,1,-9,11,0,578,1,81,1,12,3
610,1,0,1,0,0,0,0,0,0,1,9,8,0,670,12,81,0,0,2
613,0,0,0,1,1,0,0,0,0,1,0,11,0,598,4,71,1,28,3
625,0,0,0,1,1,1,0,0,1,1,0,6,0,730,13,70,0,0,1
627,0,0,1,1,0,1,0,1,0,1,0,0,0,788,22,81,0,0,3
628,0,0,0,1,0,0,0,0,0,1,0,12,0,644,4,73,0,0,2
631,0,0,0,1,0,0,0,1,0,1,11,12,0,639,9,75,0,0,3
640,1,0,0,0,0,0,0,0,0,1,5,3,0,828,3,71,1,4,3
642,0,0,0,0,0,0,0,0,0,1,-9,11,0,598,0,79,0,0,3
644,0,0,0,1,0,0,1,0,0,1,5,10,0,573,3,73,1,46,2
645,1,0,0,1,0,1,1,0,1,1,2,7,1,569,63,73,0,0,1
648,1,0,0,1,1,0,0,0,0,1,4,5,0,749,17,73,0,0,3
656,1,0,0,1,1,1,0,1,0,1,0,0,0,656,36,70,0,0,3
661,1,0,0,1,0,0,1,0,0,1,1,6,0,776,30,70,0,0,2
674,0,1,0,0,1,0,0,0,0,1,0,7,0,510,11,71,0,0,2
680,1,0,0,1,1,0,0,0,0,1,0,5,0,483,3,75,0,0,3
703,1,0,0,1,0,1,0,0,1,1,4,4,0,812,22,75,0,0,2
709,1,0,0,1,1,1,1,0,1,1,2,11,0,501,36,73,0,0,1
711,1,0,1,0,0,0,0,0,0,1,4,7,0,517,22,76,0,0,2
712,1,0,0,1,0,0,0,0,0,1,5,0,0,758,6,72,0,0,3
714,1,0,0,0,0,0,1,0,0,1,18,10,0,582,6,73,0,0,3
716,1,0,0,1,1,0,1,0,0,1,0,12,0,536,2,72,0,0,3
717,1,0,0,1,0,0,0,0,0,1,3,11,0,580,2,80,1,12,3
719,0,0,0,1,0,0,0,0,0,1,3,7,0,680,3,75,0,0,3
731,0,0,0,0,0,0,1,0,0,1,13,9,0,505,3,81,0,0,3
732,1,0,0,1,1,0,0,0,0,1,3,6,0,611,8,74,1,32,1
744,1,0,0,0,0,0,0,0,0,1,1,16,0,560,4,79,0,0,3
754,1,1,0,1,1,0,0,0,0,1,0,5,0,889,7,72,0,0,1
759,1,0,0,1,0,0,0,0,0,1,1,11,0,589,2,72,0,0,3
763,1,0,1,1,0,1,1,1,0,1,2,8,1,552,31,71,0,0,2
773,0,0,0,1,1,0,0,0,0,1,1,10,0,604,1,74,0,0,3
786,1,1,0,1,1,0,0,0,0,1,8,10,0,534,4,73,1,18,2
801,1,0,0,0,1,0,0,0,0,1,4,8,0,558,5,80,1,26,2
807,1,0,0,1,1,1,1,1,0,1,-9,5,0,570,31,80,0,0,3
819,1,1,0,1,0,1,1,1,0,1,3,10,0,634,5,74,0,0,2
822,1,0,0,1,0,0,0,0,0,1,0,12,0,543,2,80,0,0,3
824,1,0,0,1,0,0,0,0,0,1,4,2,0,616,10,74,0,0,3
825,0,0,0,1,1,0,1,0,0,1,7,3,0,636,90,77,0,0,3
829,1,0,0,1,1,0,0,0,0,0,0,9,0,552,7,77,0,0,1
836,1,1,0,0,0,0,0,0,0,1,7,4,0,606,7,73,0,0,1
840,0,0,0,0,0,0,0,0,0,1,2,9,0,541,7,71,0,0,3
843,0,1,0,1,0,0,0,0,0,1,6,6,0,631,9,72,1,30,1
861,0,1,0,0,1,0,1,0,0,1,4,8,0,679,6,72,0,0,2
870,1,0,0,1,0,0,0,0,0,1,2,12,0,740,2,70,0,0,3
871,0,0,0,1,0,0,1,0,0,1,2,10,0,518,2,71,0,0,3
872,1,1,0,0,1,0,0,0,0,1,-9,0,0,662,5,74,1,5,3
874,1,0,0,1,1,0,0,0,0,1,0,7,0,654,3,76,0,77,1
877,0,1,0,1,0,0,0,0,0,1,0,7,0,547,5,74,0,0,2
878,0,0,0,1,1,0,1,0,0,1,1,12,0,578,11,81,0,0,3
881,1,0,0,1,0,0,1,0,0,1,0,8,0,495,2,78,0,0,3
898,1,1,1,1,1,1,0,0,1,1,0,8,0,674,25,72,0,0,2
899,0,0,1,0,0,0,0,1,0,1,4,11,0,564,14,80,0,0,2
914,1,0,0,1,1,0,0,0,0,1,0,3,0,556,3,70,1,46,3
934,1,0,0,0,1,1,1,1,0,1,5,5,0,560,78,74,0,0,3
939,1,1,0,0,0,0,0,0,0,1,0,13,0,498,6,77,0,0,3
943,1,1,0,0,0,0,0,0,0,1,3,6,0,689,4,79,1,7,3
948,0,0,1,0,0,1,1,1,0,1,-9,10,1,573,33,81,0,0,3
960,0,0,0,1,0,0,1,0,0,1,0,0,0,507,7,78,0,0,3
963,0,0,0,1,1,0,1,0,0,1,1,5,0,515,44,76,0,0,2
966,1,1,0,0,0,0,0,0,0,1,0,8,0,669,7,70,1,26,2
976,0,0,0,1,1,0,0,0,0,1,2,3,0,855,1,80,0,0,3
978,1,1,0,0,0,0,1,0,0,1,2,5,0,625,13,70,0,0,1
987,0,0,0,1,0,0,0,0,0,1,1,5,0,579,2,74,0,0,3
991,1,0,0,0,1,1,1,1,0,1,16,4,5,540,162,70,1,9,3
1010,0,0,0,1,1,0,0,0,0,1,13,7,1,520,38,78,0,0,3
1031,0,0,0,1,0,1,1,0,1,1,4,6,0,518,45,71,0,0,2
1032,0,1,0,0,1,0,0,0,0,1,1,0,0,599,5,76,0,0,3
1033,1,0,0,1,0,1,0,0,0,1,0,8,0,622,17,77,0,0,1
1037,0,1,0,0,0,0,1,0,0,1,26,7,0,636,6,70,1,1,1
1042,0,0,0,1,0,0,0,0,0,1,2,12,0,601,1,81,0,0,3
1043,1,0,0,0,1,0,0,0,0,1,9,5,0,529,14,80,1,35,3
1044,0,0,0,1,1,0,0,0,0,1,5,0,0,813,3,76,0,0,3
1047,0,0,0,0,0,0,1,0,0,1,-9,0,1,542,21,77,0,0,3
1059,0,1,0,1,1,0,1,0,0,1,2,2,0,512,5,77,0,0,2
1066,1,1,0,0,1,0,1,0,0,1,2,6,0,575,5,76,1,26,1
1067,1,0,1,0,0,0,1,0,0,1,3,3,0,495,6,81,0,0,2
1069,0,0,0,0,1,0,1,0,0,1,3,7,0,518,10,81,1,13,3
1078,1,0,0,0,1,0,0,0,0,1,2,7,0,595,3,76,0,0,3
1081,1,0,1,1,0,1,1,1,0,1,3,10,0,508,27,76,0,0,1
1084,1,0,0,1,1,0,1,0,0,1,11,11,0,526,5,74,1,2,3
1087,0,0,1,0,1,0,1,0,0,1,0,9,0,582,12,77,0,0,2
1093,1,0,0,0,0,0,0,0,0,1,3,4,0,588,5,76,1,6,3
1094,1,0,0,0,0,0,0,0,0,1,0,14,0,530,3,81,0,0,3
1102,1,0,0,1,0,1,0,1,0,1,0,10,0,546,12,72,0,0,3
1105,0,0,0,0,0,1,0,0,1,1,6,6,1,600,21,80,0,0,2
1108,1,0,0,1,0,0,1,0,0,1,2,12,1,495,3,81,1,13,1
1112,0,0,0,1,1,0,0,0,0,1,0,8,1,538,300,72,0,0,3
1115,1,0,0,1,1,0,0,0,0,1,0,6,0,756,117,77,0,0,3
1123,0,0,1,0,0,0,0,0,0,1,-9,5,1,664,12,80,1,29,3
1128,0,0,0,1,0,0,1,0,0,1,7,11,1,512,12,76,0,0,1
1130,1,0,0,1,0,0,0,0,0,1,0,11,0,687,4,76,0,0,3
1132,1,1,0,1,0,0,0,0,0,1,4,3,0,566,15,78,1,4,1
1136,0,0,0,1,1,0,1,0,0,1,1,8,0,577,170,76,0,0,3
1138,1,0,0,1,1,0,0,0,0,1,3,8,0,524,96,72,0,0,3
1145,0,0,0,1,1,0,0,0,0,1,2,9,0,746,3,75,1,16,3
1148,1,0,1,1,1,0,1,0,0,1,9,11,0,503,5,80,0,0,1
1155,0,0,1,1,0,0,1,0,0,1,18,3,0,631,10,75,0,0,2
1164,1,1,1,1,0,1,1,1,0,1,-9,10,2,521,44,70,0,0,3
1165,0,1,0,1,0,0,0,0,0,1,3,3,0,672,6,71,1,50,2
1169,0,0,0,1,0,0,0,0,0,1,1,6,0,576,3,72,1,30,3
1173,0,0,0,0,0,0,0,0,0,1,10,12,0,593,7,74,0,0,3
1175,0,0,0,1,1,0,0,0,0,1,2,7,0,517,3,73,0,0,3
1178,1,0,0,0,1,0,1,0,0,1,6,11,0,566,3,72,0,0,3
1191,1,0,1,0,0,0,0,0,0,1,0,15,1,586,6,77,0,0,2
1199,1,1,0,1,0,0,1,0,0,1,1,9,0,495,5,73,0,0,2
1202,1,0,0,1,1,1,0,1,0,1,0,12,0,498,10,73,0,0,2
1204,1,0,0,1,1,1,1,0,0,1,0,0,0,500,14,77,1,24,3
1205,0,0,1,0,0,0,0,0,0,1,0,10,0,498,6,81,0,0,1
1210,0,0,0,1,0,0,0,0,0,1,2,3,0,690,2,80,1,17,3
1213,1,0,0,1,0,0,1,0,0,1,0,12,0,483,5,78,0,0,1
1218,0,0,0,0,1,0,0,0,0,1,0,6,4,650,313,70,0,0,3
1220,0,0,0,1,0,0,0,0,0,1,1,12,0,546,2,80,1,57,3
1222,1,0,0,0,1,0,0,0,0,1,1,7,0,629,8,73,0,0,1
1223,0,0,0,0,0,0,1,0,0,1,3,10,0,537,6,78,0,0,3
1238,1,0,0,1,0,0,1,0,0,1,5,12,0,595,3,71,1,12,3
1239,1,0,0,0,1,0,1,0,0,1,12,10,0,558,5,71,1,55,2
1245,0,0,0,1,0,0,0,0,0,1,-9,9,0,484,2,81,0,0,3
1265,1,1,1,0,0,0,0,0,0,1,16,3,0,600,12,79,0,0,2
1271,1,1,1,0,0,0,1,0,0,1,13,9,0,553,12,79,0,0,1
1278,0,0,0,1,0,0,1,0,0,1,0,8,0,513,11,73,0,0,2
1283,1,0,0,0,0,0,1,0,0,1,6,11,3,614,4,79,0,0,3
1284,1,0,1,1,1,1,1,0,1,1,0,5,0,596,36,70,0,0,2
1287,0,0,0,1,1,0,1,0,0,1,0,7,0,491,6,75,0,0,3
1290,0,0,0,1,1,0,0,1,0,1,0,15,0,484,0,76,0,0,3
1293,1,1,0,1,1,0,0,0,0,1,1,9,0,568,4,75,0,0,2
1302,1,0,0,1,1,0,1,0,0,1,2,7,0,619,1,78,0,0,3
1306,1,0,1,1,0,1,0,1,0,1,2,8,0,668,75,73,1,17,2
1310,1,0,0,0,0,0,1,0,0,1,9,6,0,629,6,73,0,0,3
1316,1,0,0,0,0,0,0,0,0,1,7,9,0,536,3,81,0,0,3
1321,1,0,0,0,0,0,0,0,0,1,-9,13,0,633,26,76,0,0,3
1327,1,1,0,0,0,0,0,0,0,1,4,6,0,663,6,76,0,0,3
1329,1,0,0,1,0,0,0,0,0,0,3,6,0,533,6,73,1,10,3
1355,0,0,0,1,0,0,0,0,0,1,2,6,0,779,2,80,0,0,3
1356,0,0,0,1,1,1,1,1,0,1,0,4,0,533,6,80,1,24,1
1392,1,0,0,1,1,1,1,0,1,1,-9,8,0,570,62,70,1,16,3
1398,0,0,0,1,1,1,0,1,0,1,5,7,2,619,61,76,1,33,3
1406,0,0,0,0,0,0,0,0,0,1,2,5,0,595,3,74,0,0,3
1412,1,0,0,1,0,0,1,0,0,1,0,12,0,570,3,80,1,69,3
1413,1,0,0,1,1,0,0,1,0,1,10,13,0,553,2,79,1,18,3
1424,1,0,0,1,0,0,1,0,0,1,5,12,0,572,6,76,0,0,3
1425,1,0,0,1,0,0,0,0,0,1,1,12,0,563,2,75,0,0,3
1429,1,0,0,1,0,0,0,0,0,1,34,10,0,652,0,72,1,8,3
1430,0,1,0,1,1,0,0,0,0,1,6,8,0,502,10,73,1,3,2
1443,0,0,0,0,1,0,1,0,0,1,1,9,1,639,6,70,0,0,3
1455,1,0,0,1,1,1,1,0,1,1,0,10,0,558,26,75,1,24,3
1465,1,0,0,1,1,0,0,0,0,1,7,5,0,616,1,70,0,0,3
1470,1,0,0,0,0,0,1,0,0,1,0,6,0,533,9,76,1,3,3
1471,0,0,0,0,0,0,0,0,0,1,0,9,0,480,4,76,0,0,3
1480,1,0,0,0,0,0,0,0,0,1,1,7,0,648,4,73,1,2,3
1490,0,0,1,0,1,0,0,0,0,1,17,12,0,773,9,77,0,0,2
1491,1,1,0,0,0,0,0,0,0,1,3,2,0,734,7,70,0,0,1
1495,1,0,0,1,1,0,0,0,0,1,2,6,0,491,5,81,0,0,3
1499,1,0,0,1,1,0,0,0,0,1,2,8,0,665,2,75,0,0,3
1501,1,0,1,1,0,1,1,0,1,1,3,8,0,733,36,79,0,0,2
1503,0,0,0,0,0,0,1,0,0,1,5,10,0,487,13,77,0,0,1
1510,0,0,0,1,1,0,1,0,0,1,4,0,2,621,130,77,0,0,3
1511,0,0,0,1,1,0,0,0,0,1,0,5,0,711,2,78,0,0,3
1525,0,0,0,1,1,1,1,0,1,1,4,2,10,629,92,79,1,25,3
1533,0,1,0,0,0,0,0,0,0,1,0,11,0,561,7,71,1,69,1
1542,0,0,0,1,0,1,1,0,1,1,4,9,0,769,31,75,0,0,1
1546,1,0,1,0,0,1,0,1,0,1,0,12,0,549,11,75,0,0,1
1548,1,0,0,0,1,0,1,0,0,1,0,8,0,502,3,79,0,0,3
1552,1,0,0,1,0,1,1,0,0,1,0,12,1,547,7,76,0,0,3
1553,1,0,0,1,1,0,0,0,0,1,0,8,1,641,31,78,0,0,2
1555,0,0,0,1,1,1,0,0,1,1,1,0,0,718,21,75,0,0,3
1556,1,0,0,1,0,1,1,0,0,0,4,11,0,506,18,71,0,0,2
1562,1,0,0,0,0,0,1,0,0,1,0,4,0,506,2,76,0,0,3
1577,0,1,0,1,0,0,1,0,0,1,3,3,0,663,19,72,1,6,1
1585,0,0,1,1,0,0,0,0,0,1,0,11,0,624,5,80,0,0,2
1595,1,0,0,1,0,0,0,0,0,0,1,10,0,537,4,75,1,57,2
1597,1,1,0,1,1,0,0,0,0,1,0,4,0,624,5,72,0,0,2
1607,1,0,0,1,0,0,0,0,0,1,0,3,0,855,35,72,0,0,3
1612,1,1,0,0,0,0,1,0,0,1,4,9,1,601,7,70,1,32,1
1635,1,0,0,0,0,0,1,0,0,1,3,10,0,695,3,81,0,0,3
1640,1,0,0,1,0,0,0,0,0,1,11,10,0,630,0,76,1,8,3
1643,1,0,0,1,0,0,0,0,0,1,3,7,0,496,5,74,0,0,2
1649,0,1,0,1,1,0,0,1,0,1,1,11,0,546,5,73,0,0,1
1665,1,1,0,1,1,0,1,0,0,1,3,12,0,531,4,76,0,0,2
1669,1,1,0,0,1,0,0,0,0,1,9,2,0,566,7,70,1,10,2
1670,1,1,0,1,1,0,0,0,0,1,6,7,0,509,4,70,1,44,1
1674,0,0,0,1,1,0,0,0,0,1,8,12,0,704,4,70,0,0,3
1685,0,0,0,0,1,0,1,0,0,1,10,12,0,665,16,71,0,0,2
1691,1,0,0,1,1,1,1,0,0,1,13,7,0,490,16,72,0,0,2
1693,0,0,0,1,0,1,1,0,1,1,0,0,0,702,32,78,0,0,3
1695,1,0,0,1,0,0,0,0,0,1,2,9,0,547,3,70,0,0,3
1703,1,0,0,1,0,1,0,1,0,1,7,3,0,804,34,79,0,0,3
1720,0,0,0,1,0,1,0,0,1,1,1,6,0,716,15,79,0,0,2
1723,0,0,0,1,1,1,0,0,1,1,-9,8,5,552,117,70,1,45,3
1740,1,0,0,0,0,0,0,0,0,1,11,9,0,748,1,72,1,35,3
1768,1,1,0,1,0,0,0,0,0,1,2,7,0,576,2,70,0,0,1
1769,1,0,0,1,0,1,1,0,1,1,0,12,0,583,43,72,0,0,2
1772,1,0,0,1,1,0,1,0,0,1,2,8,1,604,236,79,0,0,3
1778,1,0,0,1,1,0,1,0,0,1,18,6,0,671,10,70,1,2,3
1786,1,0,0,1,0,0,1,0,0,1,0,6,1,622,156,77,0,0,3
1805,1,0,0,0,0,0,0,0,0,1,3,5,0,694,6,80,0,0,3
1809,1,0,1,1,1,0,0,0,0,1,5,3,0,712,18,79,0,0,2
1814,0,0,1,0,0,0,0,0,0,1,28,5,0,616,7,78,1,1,2
1821,0,0,0,0,1,0,0,0,0,1,2,0,0,718,10,72,0,0,3
1824,1,0,0,1,0,0,0,0,0,1,0,4,0,727,0,77,0,0,3
1825,1,0,0,1,0,1,1,0,1,1,1,11,0,762,68,76,0,0,3
1838,1,0,0,0,0,0,0,0,0,1,1,14,0,582,3,70,0,0,2
1843,0,1,0,1,1,0,1,0,0,1,4,9,0,508,5,75,0,0,1
1859,1,1,0,0,1,0,0,0,0,1,1,7,0,708,6,70,1,33,2
1860,0,0,0,0,0,0,0,0,0,1,0,9,0,632,3,70,0,0,3
1867,1,0,0,1,0,0,0,1,0,1,2,11,0,827,5,75,1,2,1
1869,1,0,0,0,0,0,1,0,0,1,6,12,1,611,12,80,0,0,2
1871,0,0,0,1,1,1,1,0,1,1,0,11,1,551,94,72,1,19,3
1874,1,1,0,1,0,0,0,0,0,1,1,8,0,692,5,76,0,0,1
1884,0,0,0,1,0,0,0,0,0,1,0,12,0,501,6,73,0,0,2
1898,0,0,0,0,0,0,0,0,0,0,2,11,0,545,3,74,0,0,3
1900,1,1,0,1,0,0,0,0,0,1,2,14,0,506,4,77,0,0,1
1907,1,0,0,0,0,0,1,0,0,1,1,8,1,530,7,73,0,0,3
1908,0,0,0,1,0,0,0,0,0,1,1,5,0,487,3,70,0,0,3
1911,1,0,0,0,0,0,0,0,0,1,1,6,0,678,3,72,1,58,3
1914,1,1,1,1,1,1,1,1,0,1,0,8,1,639,30,73,0,0,1
1915,1,0,0,1,1,1,1,1,0,1,9,4,1,697,45,71,0,0,3
1928,0,0,1,1,1,0,1,0,0,1,0,7,0,670,23,72,0,0,1
1930,1,0,0,1,1,1,0,1,0,1,7,4,2,669,50,70,0,0,3
1933,1,0,0,1,1,0,0,0,0,1,4,8,8,527,75,77,1,23,3
1966,1,0,0,1,0,0,0,0,0,1,4,7,0,668,2,72,1,24,3
1969,1,0,1,1,1,0,1,0,0,1,8,7,0,544,5,81,1,33,1
1970,1,0,0,1,1,1,1,1,0,1,17,10,2,622,33,75,1,2,3
1975,1,0,1,0,0,0,0,0,0,1,1,12,0,562,20,78,1,28,2
1977,1,0,0,0,0,0,0,0,0,1,24,5,0,678,5,78,1,5,3
1989,0,0,0,1,1,0,0,0,0,1,2,3,0,680,1,77,0,0,3
1994,1,0,0,0,0,0,1,0,0,1,2,9,0,563,9,81,1,42,3
2000,0,0,1,0,1,0,0,0,0,1,5,8,0,562,8,77,1,2,2
2005,0,0,0,1,1,0,1,0,0,1,0,10,0,680,1,70,0,0,3
2010,0,0,0,1,1,1,0,0,1,1,2,3,1,768,95,75,0,0,3
2013,0,0,0,1,0,0,1,0,0,1,1,4,0,489,10,74,0,0,2
2025,1,1,1,1,1,0,1,0,0,1,-9,8,0,605,41,73,0,0,3
2027,1,0,0,1,1,0,1,0,0,1,0,7,0,625,137,70,0,0,3
2029,1,0,0,1,1,0,0,0,0,1,1,4,0,808,6,74,0,0,3
2045,1,0,0,1,1,1,1,0,0,1,4,5,1,498,11,73,0,0,2
2049,1,1,0,0,1,0,0,0,0,1,2,12,0,539,5,73,1,46,1
2053,1,0,0,1,0,1,0,0,1,1,0,6,0,591,24,80,0,0,1
2056,0,0,1,0,0,0,0,0,0,1,0,9,0,505,8,78,0,0,2
2059,1,0,0,1,1,0,1,0,0,1,2,10,1,501,9,72,0,0,3
2062,1,0,0,1,0,0,0,0,0,1,0,10,0,662,2,71,0,0,3
2087,1,0,0,0,0,0,0,0,0,1,22,6,0,501,6,74,1,14,3
2088,1,0,0,1,0,0,1,0,0,1,0,0,0,558,59,74,0,0,3
2089,1,0,0,0,1,0,1,0,0,1,3,8,2,555,84,76,0,0,3
2097,0,0,0,1,0,0,0,0,0,1,0,7,0,667,4,81,1,15,3
2098,0,0,0,1,0,0,0,0,0,0,1,11,0,627,3,70,0,0,3
2100,0,0,0,1,0,0,0,0,0,1,1,5,0,682,9,73,0,0,2
2101,0,0,0,0,0,0,1,0,0,1,6,11,3,546,81,76,0,0,2
2105,1,0,1,0,1,0,0,0,0,1,9,9,3,583,37,78,0,0,2
2115,0,0,0,1,1,0,1,0,0,1,4,3,0,482,3,74,0,0,3
2118,1,0,0,0,0,0,0,0,0,1,0,0,0,655,3,76,1,10,3
2123,1,0,1,1,1,0,0,0,0,1,1,12,0,611,4,79,0,0,1
2128,0,0,0,0,0,0,0,0,0,1,7,5,0,860,2,79,0,0,3
2130,0,0,0,1,0,0,0,0,0,1,1,11,0,492,3,70,0,0,1
2142,1,0,0,0,1,0,0,0,0,1,0,12,0,566,4,70,0,0,2
2143,1,0,0,1,0,0,0,0,0,1,17,10,0,565,2,76,0,0,3
2144,0,1,0,0,1,0,0,0,0,1,0,3,0,542,6,73,0,0,1
2146,0,0,0,0,0,0,0,0,0,1,5,9,0,665,3,80,1,1,3
2164,1,1,0,0,0,0,0,0,0,1,2,6,0,697,7,70,0,0,1
2170,0,0,0,1,0,0,0,0,0,1,0,7,0,797,1,72,0,0,3
2173,0,0,1,1,0,0,1,0,0,1,11,15,1,501,9,80,1,19,1
2182,0,1,0,0,0,0,0,0,0,1,7,8,0,584,12,70,0,0,3
2187,0,0,0,0,0,0,0,0,0,1,3,5,0,505,6,72,0,0,2
2192,1,0,0,0,0,0,1,0,0,1,2,8,0,540,6,81,0,0,2
2201,0,0,0,0,1,1,0,1,0,1,10,4,14,580,155,76,1,22,3
