,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
246,1,0,0,1,1,0,0,0,0,1,0,10,0,299,3,80,0,0,2
250,1,0,0,0,0,0,0,0,0,1,0,9,7,295,18,75,0,0,1
254,1,0,0,1,1,0,0,0,0,1,0,10,1,322,2,74,0,0,3
256,0,0,0,0,0,0,0,0,0,1,1,11,0,318,6,70,1,10,3
260,0,0,0,1,0,1,0,1,0,1,0,12,1,287,22,74,0,0,2
264,0,0,0,0,0,1,0,1,0,1,-9,12,9,295,34,81,1,11,3
266,1,0,0,1,0,0,1,0,0,1,0,16,0,316,12,74,0,0,3
268,0,0,1,0,0,0,0,0,0,1,0,10,0,255,15,70,0,0,1
276,1,0,0,0,0,1,0,1,0,1,3,9,8,276,41,80,0,0,1
277,1,0,1,0,1,0,0,0,0,1,0,9,6,281,5,73,0,0,2
279,0,0,0,1,0,1,1,1,0,1,0,12,0,315,17,81,0,0,3
280,0,0,1,0,1,1,0,1,0,1,-9,7,2,284,39,73,1,12,3
296,0,0,0,1,0,1,1,1,0,1,2,12,0,272,20,76,0,0,2
300,1,0,1,0,0,0,0,0,0,1,1,0,1,270,4,78,0,0,3
304,1,0,1,1,0,0,1,0,0,1,0,10,0,316,10,70,0,0,2
311,0,0,0,1,0,0,1,0,0,1,0,11,0,304,2,73,0,0,3
312,1,0,0,1,0,0,0,0,0,1,3,10,2,274,7,70,0,0,1
313,0,0,0,1,1,1,0,1,0,1,0,10,0,273,10,72,0,0,2
316,1,0,1,1,0,1,0,0,0,1,2,10,6,292,25,74,0,0,1
319,1,0,0,0,0,0,0,0,0,1,1,12,0,320,7,76,0,0,3
320,0,0,0,1,0,0,0,0,0,1,2,8,1,258,13,73,0,0,3
322,1,0,0,1,1,0,0,0,0,0,0,8,1,250,30,81,0,0,2
325,1,1,0,1,1,0,0,0,0,1,0,11,0,283,3,77,0,0,1
326,1,1,1,1,0,1,0,1,0,1,2,12,2,273,30,77,0,0,2
331,0,0,0,1,0,0,0,0,0,0,0,11,0,226,66,78,1,8,3
334,0,0,0,1,0,0,0,0,0,1,0,11,0,300,5,73,0,0,3
345,1,0,0,1,1,1,0,1,0,1,2,9,9,290,63,80,1,44,3
356,0,0,1,1,0,1,1,0,1,1,4,11,4,316,90,70,1,5,2
358,1,0,0,1,0,0,0,0,0,1,0,12,0,283,2,78,0,0,3
369,1,0,0,1,0,0,0,0,0,0,0,12,0,302,2,79,0,0,3
388,1,0,1,1,0,1,1,0,0,1,5,8,4,295,20,72,1,7,2
389,0,0,0,0,1,1,0,1,0,1,-9,11,1,271,36,78,0,0,3
401,1,0,1,1,1,0,1,0,0,1,0,8,0,292,31,77,1,15,1
402,0,0,0,1,0,0,0,0,0,1,0,12,0,285,2,71,0,0,3
405,1,0,0,1,0,0,1,0,0,1,0,10,2,269,12,71,0,0,3
410,0,0,0,1,0,0,0,0,0,1,2,9,0,267,5,73,1,6,3
411,0,0,1,1,0,0,0,0,0,0,0,12,0,274,4,79,0,0,3
419,0,0,0,1,0,0,0,0,0,1,0,10,0,273,2,75,0,0,3
421,1,0,0,1,0,1,0,0,0,1,0,9,0,285,26,73,1,18,2
422,0,0,1,1,0,0,0,0,0,1,3,12,2,262,27,74,1,2,1
425,1,0,0,0,0,1,1,0,0,1,0,12,0,256,24,73,0,0,3
428,0,0,0,1,0,0,0,0,0,1,0,12,1,261,13,70,0,0,3
430,1,1,0,1,0,1,1,1,0,1,1,8,3,221,68,77,1,20,2
432,1,0,0,1,0,1,1,0,0,1,0,13,0,283,7,77,0,0,3
453,1,0,0,1,0,0,1,0,0,1,1,9,1,275,11,80,1,0,3
455,1,0,0,1,0,1,1,1,0,1,0,10,4,302,27,77,0,0,1
464,1,0,0,0,1,0,0,0,0,1,0,10,0,302,3,78,0,0,3
466,0,0,0,1,0,1,0,1,0,0,6,12,3,313,22,80,0,0,3
467,1,0,0,1,0,0,0,0,0,1,0,11,0,317,5,74,0,0,3
468,0,0,0,1,1,1,0,1,0,1,-9,9,14,294,43,76,1,20,3
472,0,0,0,0,1,0,1,0,0,1,0,5,1,297,58,75,0,0,2
495,0,0,0,1,0,1,1,1,0,1,1,9,0,260,30,80,0,0,2
497,0,1,0,0,0,0,0,0,0,1,0,10,0,295,5,70,0,0,2
500,1,0,0,1,1,1,0,0,0,1,5,8,5,273,58,74,1,13,2
505,0,0,0,0,0,0,1,0,0,1,0,10,0,314,2,77,0,0,2
508,1,0,0,0,0,0,0,0,0,1,2,10,6,295,19,73,0,0,3
510,1,0,1,1,0,0,0,0,0,1,1,9,2,259,29,81,0,0,2
511,1,0,0,1,0,0,0,0,0,1,0,10,1,286,54,70,1,30,1
519,1,0,0,1,0,0,0,0,0,1,0,8,0,280,2,81,0,0,3
520,1,0,0,0,1,0,0,1,0,1,3,10,27,288,55,81,1,5,2
522,0,0,0,1,1,1,1,1,0,1,3,9,4,311,53,72,0,0,3
525,1,0,0,1,0,0,0,1,0,1,0,12,0,264,6,80,0,0,2
531,1,0,0,1,0,0,1,0,0,1,0,8,0,277,8,79,0,0,2
532,0,1,0,0,0,0,0,0,0,1,3,12,0,307,34,76,1,27,1
538,1,0,0,1,0,1,1,1,0,1,2,8,2,220,84,79,1,7,3
540,1,1,1,1,1,0,0,0,0,1,1,12,4,313,30,80,0,0,2
543,0,0,0,1,1,0,1,1,0,1,0,10,0,292,27,75,1,15,2
545,1,0,0,1,0,1,0,1,0,0,0,11,0,322,8,73,0,0,1
550,1,0,0,1,1,0,0,0,1,1,0,11,0,295,4,75,0,0,2
553,0,0,0,1,0,0,0,0,1,1,1,12,5,259,14,73,0,0,3
573,0,0,0,1,0,0,0,0,0,1,0,12,0,266,6,70,0,0,2
574,0,0,0,1,0,1,0,0,1,1,0,9,3,282,27,70,0,0,2
575,0,0,0,0,0,0,0,0,0,1,0,12,1,290,5,78,0,0,3
577,1,0,0,1,0,0,1,0,0,1,1,10,0,314,7,73,0,0,1
581,0,0,0,1,1,0,0,0,0,1,0,11,0,288,1,73,0,0,3
585,0,0,0,1,1,0,1,0,0,1,0,10,8,283,65,71,0,0,3
589,0,0,0,0,0,0,0,0,0,0,6,8,0,324,11,76,1,8,2
614,1,1,0,1,0,1,0,0,0,1,0,12,0,275,31,70,0,0,1
617,0,0,0,1,0,0,1,0,0,1,-9,10,0,298,42,72,1,38,3
618,0,0,0,1,0,0,0,0,0,1,1,12,0,273,3,70,0,0,3
622,1,0,0,0,0,0,1,0,0,1,0,9,0,275,6,77,0,0,3
643,0,0,0,1,0,0,1,0,0,1,1,8,4,300,56,70,1,6,2
646,1,0,0,1,1,0,0,0,0,1,1,11,0,272,2,76,0,0,3
655,0,0,0,1,0,1,0,1,0,1,0,10,0,274,24,73,0,0,2
657,1,0,0,1,0,0,0,0,0,1,0,12,0,276,7,76,0,0,3
658,1,0,0,0,0,1,1,1,0,1,1,10,4,296,38,72,1,10,2
660,1,0,0,1,1,1,1,1,0,1,0,9,0,313,12,76,0,0,3
667,1,1,1,1,0,1,1,1,0,1,1,11,8,285,88,80,1,15,1
672,0,1,0,1,0,1,1,1,0,1,1,13,5,292,82,71,1,17,1
673,1,0,0,1,0,1,0,1,0,1,0,7,1,313,12,73,0,0,2
675,0,0,0,1,1,1,1,0,1,1,0,12,5,277,94,80,1,10,3
681,0,0,0,1,0,1,0,1,0,1,2,11,8,337,104,73,1,8,2
688,1,0,1,1,1,0,1,0,0,1,1,11,0,270,5,76,0,0,1
689,1,0,0,1,1,0,1,0,0,1,0,8,0,288,2,70,0,0,3
694,1,1,1,0,0,1,0,1,0,1,-9,9,9,312,41,73,1,5,3
695,1,0,0,1,0,1,1,0,0,1,0,8,3,292,41,71,1,57,1
696,1,0,0,1,0,0,0,1,0,1,0,12,0,290,2,70,0,0,3
701,1,0,0,1,1,0,1,0,0,1,0,12,0,304,6,80,0,0,1
702,1,0,0,1,0,0,1,0,0,1,0,11,0,279,10,76,0,0,2
704,1,0,0,1,1,0,1,0,1,1,3,11,0,301,47,71,1,8,3
708,1,0,1,1,0,0,0,0,0,1,0,8,0,273,7,80,0,0,2
715,0,0,0,1,1,1,1,1,0,1,0,12,3,272,46,80,0,0,3
721,0,0,0,1,0,0,0,0,0,1,0,12,0,264,12,70,0,0,2
723,1,0,0,1,0,0,1,0,0,1,0,10,0,313,6,77,0,0,3
725,0,0,0,0,0,0,0,0,0,0,-9,8,0,271,4,77,0,0,3
729,0,0,0,1,0,0,0,0,0,1,0,11,0,299,2,77,0,0,3
733,0,0,0,1,1,0,0,0,0,1,0,11,0,305,0,78,0,0,3
738,0,0,0,1,0,0,0,0,0,1,0,11,0,297,1,73,0,0,3
741,1,0,0,1,0,0,0,0,0,1,0,13,2,272,15,71,0,0,3
742,1,0,0,1,0,0,0,0,0,1,0,9,7,253,21,70,0,0,3
745,0,0,0,0,0,0,1,0,0,1,1,0,0,264,12,78,0,0,3
750,0,0,0,1,0,0,1,0,0,0,0,14,0,309,4,71,1,21,2
757,1,0,1,1,1,1,1,1,0,1,0,9,1,291,11,79,0,0,1
760,0,0,0,1,0,1,1,1,0,1,3,10,1,287,83,81,1,3,3
765,1,0,0,1,0,1,0,1,0,1,2,10,3,307,37,73,1,26,1
766,1,0,1,1,0,0,1,0,0,1,1,12,0,328,10,78,0,0,2
767,0,0,0,0,1,0,1,0,0,1,1,10,1,309,3,76,0,0,2
777,0,0,0,1,0,1,1,1,0,1,1,9,5,305,60,73,1,13,2
780,1,1,1,1,0,1,1,1,0,1,-9,11,1,310,32,73,0,0,3
783,1,0,0,1,0,1,0,1,0,1,0,10,2,293,24,75,0,0,3
785,0,1,0,0,0,0,0,0,0,1,0,12,0,290,4,76,0,0,2
787,1,0,0,1,0,0,1,0,0,1,0,7,2,262,21,80,1,1,1
791,1,0,0,1,0,1,0,1,0,1,1,9,7,221,57,72,1,12,3
802,1,0,0,1,0,1,0,0,0,1,0,10,0,325,16,76,0,0,3
804,0,0,0,1,0,0,0,0,0,0,0,13,9,284,53,71,0,0,2
811,1,0,1,1,1,1,1,1,0,1,0,10,1,276,20,81,0,0,2
818,1,0,0,0,1,1,1,1,0,1,3,8,5,303,82,79,0,0,3
838,1,1,0,1,0,0,0,0,0,1,0,10,0,327,3,70,0,0,2
839,1,0,0,0,1,0,1,0,0,1,0,12,0,291,6,71,0,0,2
841,0,0,0,1,0,0,0,1,0,1,0,16,0,276,1,77,1,7,3
842,1,0,0,1,0,0,0,0,0,1,2,9,0,321,5,78,0,0,3
844,0,0,0,1,0,1,0,1,0,1,0,12,0,265,24,75,0,0,2
848,1,0,0,1,1,1,0,1,0,1,4,8,9,304,47,79,0,0,3
849,0,0,0,0,0,0,0,0,0,1,1,11,0,264,3,78,0,0,3
850,1,0,0,1,1,1,1,1,0,1,0,12,1,306,28,81,0,0,1
852,0,0,0,0,0,1,1,0,1,1,0,9,2,266,33,76,1,8,2
855,0,0,0,0,1,1,0,1,0,1,0,10,0,277,55,73,0,0,3
857,0,0,0,1,0,0,1,0,0,1,0,9,0,269,10,79,0,0,2
879,1,0,0,1,0,0,1,1,0,0,2,12,1,301,26,76,1,5,2
882,1,0,0,1,0,1,1,0,0,1,0,10,1,278,18,70,0,0,2
886,1,0,0,1,0,0,1,0,0,1,0,9,0,311,5,75,0,0,2
887,1,0,0,1,0,0,1,0,0,1,0,12,0,319,2,80,0,0,3
888,1,0,1,0,0,1,0,1,0,1,0,10,8,288,36,72,0,0,2
891,1,0,0,0,0,0,0,0,0,1,0,12,0,308,3,72,0,0,3
895,1,1,1,0,0,0,1,0,0,1,0,12,1,298,4,76,0,0,2
901,0,0,0,1,0,1,1,1,0,1,1,10,5,297,98,72,1,26,2
906,1,0,1,1,1,1,0,1,0,1,-9,12,2,285,29,79,1,19,3
908,0,0,0,1,1,1,1,1,0,1,3,10,6,279,74,80,1,13,2
911,1,0,0,1,0,1,0,0,1,1,0,12,4,290,29,71,0,0,2
917,1,0,1,1,0,0,1,0,0,1,-9,8,3,288,22,72,0,0,3
920,0,0,1,1,1,0,1,0,0,1,1,8,1,314,7,73,1,23,1
922,1,1,1,1,0,0,0,0,0,1,0,0,0,313,4,76,1,18,3
941,1,0,0,1,0,0,0,0,0,0,0,9,0,267,6,76,0,0,3
945,1,0,0,1,0,0,1,0,0,1,0,8,0,326,2,72,0,0,3
952,1,0,0,1,0,1,1,0,0,1,0,12,1,297,16,78,0,0,1
955,0,0,0,1,0,0,0,0,0,1,0,9,0,309,3,70,0,0,1
965,1,0,0,0,1,1,1,1,0,1,0,12,6,298,32,76,0,0,2
973,1,0,0,1,1,1,1,1,0,1,0,9,13,261,96,80,1,5,2
974,1,1,0,1,0,1,0,0,1,1,0,2,0,303,18,70,0,0,1
977,0,0,1,1,0,1,0,0,0,1,0,12,0,276,14,77,0,0,2
982,0,1,1,0,0,0,0,0,0,1,-9,12,0,311,2,76,0,0,3
986,1,0,0,1,0,1,1,1,0,1,0,12,4,266,25,80,0,0,3
989,1,0,0,0,1,0,0,0,0,1,0,8,0,311,6,80,1,4,2
990,1,0,0,0,0,0,0,0,0,1,0,12,1,273,5,77,0,0,3
992,1,0,0,1,1,1,1,0,0,1,1,8,10,227,59,73,1,6,3
993,1,0,0,1,1,0,1,0,0,1,1,11,0,330,2,74,0,0,3
996,0,1,0,1,0,0,0,0,0,1,1,11,2,277,5,75,1,4,1
998,1,0,0,1,0,0,0,0,0,1,4,12,0,293,7,76,0,0,3
1000,0,0,0,1,0,1,1,1,0,1,1,9,2,305,40,76,1,12,2
1003,1,0,0,1,0,1,1,1,0,1,0,11,5,272,31,73,0,0,3
1004,0,0,0,1,0,0,1,0,0,1,0,10,1,301,8,73,0,0,3
1005,0,0,0,1,0,0,1,0,0,1,0,10,1,321,12,74,0,0,2
1006,0,0,0,0,0,0,0,0,0,1,3,11,1,311,25,72,0,0,1
1008,0,0,0,0,0,0,0,0,0,0,0,10,0,315,4,81,0,0,2
1011,0,0,0,0,0,0,0,0,0,1,2,10,1,301,15,76,1,11,3
1013,0,0,0,1,1,0,0,0,0,0,1,11,0,285,5,72,0,0,2
1014,1,0,0,1,1,0,0,0,0,1,0,9,0,278,1,78,0,0,3
1017,0,1,1,1,0,0,1,0,0,1,0,8,0,281,27,71,0,0,1
1020,1,0,0,0,1,0,0,0,0,1,0,7,0,306,3,80,0,0,2
1021,0,0,0,1,0,0,0,0,0,1,0,11,0,277,1,81,0,0,3
1023,1,0,1,0,0,0,0,0,0,1,0,12,0,271,5,78,0,0,2
1025,0,0,0,1,0,0,0,0,0,1,0,12,0,261,2,72,0,0,3
1029,1,0,0,1,0,1,1,1,0,1,0,10,0,308,23,76,0,0,1
1030,0,0,0,1,0,0,1,0,0,1,0,12,0,310,9,76,0,0,2
1039,0,0,0,1,1,0,1,0,0,1,2,11,2,315,23,73,1,15,3
1048,0,0,0,1,0,0,1,0,0,1,0,6,0,301,7,75,0,0,3
1055,0,0,1,1,0,0,1,0,0,1,0,7,3,288,11,76,0,0,2
1056,1,0,0,1,0,1,1,0,1,1,0,12,0,300,20,81,0,0,1
1062,1,0,0,1,0,1,1,1,0,1,0,10,0,290,9,75,0,0,3
1063,1,0,1,1,0,1,1,1,0,1,0,11,3,287,36,79,1,26,2
1075,1,0,0,0,0,0,0,0,0,1,0,12,3,297,11,72,0,0,3
1079,1,0,0,0,1,1,1,0,0,1,0,12,6,282,15,76,0,0,2
1082,0,0,0,1,1,0,0,0,0,0,0,10,0,304,8,76,0,0,2
1083,1,0,0,1,0,0,1,0,0,1,0,8,0,266,6,71,0,0,3
1085,0,0,0,0,0,0,0,0,0,1,5,6,8,302,18,73,0,0,3
1086,0,0,0,0,1,1,0,1,0,1,0,10,1,289,61,72,1,36,3
1097,0,0,0,1,0,1,0,1,0,1,3,11,0,296,21,72,0,0,2
1100,0,0,0,1,1,0,0,1,0,1,3,9,7,284,76,73,0,0,3
1103,1,0,0,1,0,0,1,0,0,1,0,10,0,261,6,73,0,0,2
1104,1,0,0,0,0,0,0,0,0,1,0,12,0,294,5,80,0,0,3
1109,0,0,0,0,0,0,0,0,0,1,3,10,5,318,14,72,0,0,3
1111,0,0,0,1,1,0,0,0,0,1,2,11,0,291,2,74,0,0,3
1116,0,0,1,1,0,1,0,0,1,1,4,11,21,313,146,72,1,17,2
1117,0,0,0,1,0,0,0,0,0,1,0,12,0,271,2,81,0,0,3
1119,0,0,0,0,0,0,0,0,0,1,0,12,1,267,10,80,1,3,3
1122,0,0,0,1,0,1,0,1,0,1,0,12,0,276,29,74,0,0,1
1125,1,0,1,0,0,0,1,0,0,1,1,7,1,321,12,74,1,3,2
1131,1,0,0,1,0,1,1,1,0,1,0,10,0,276,11,80,0,0,2
1133,1,0,0,1,0,1,1,1,0,1,0,12,0,270,9,71,0,0,2
1135,0,1,0,1,1,0,1,0,0,1,1,12,0,281,3,76,0,0,1
1139,1,0,0,1,0,0,0,0,0,1,5,10,2,282,15,73,0,0,2
1140,1,0,0,0,0,0,0,0,0,1,3,12,2,320,3,80,0,0,3
1153,1,0,0,1,0,0,0,0,0,1,0,9,5,276,12,70,0,0,2
1157,0,0,0,1,0,0,1,0,0,1,0,10,1,275,22,70,0,0,1
1159,0,0,0,1,0,0,0,0,0,1,0,12,1,295,34,70,0,0,2
1160,0,1,1,1,0,0,0,0,0,1,0,12,1,282,10,73,0,0,3
1162,1,0,0,0,0,0,1,0,0,1,1,12,2,310,20,77,0,0,3
1170,0,0,0,1,0,0,0,0,0,1,0,10,3,305,10,77,0,0,3
1172,0,0,0,0,0,0,0,0,0,1,0,12,1,282,19,77,0,0,2
1174,0,0,0,1,0,0,0,0,0,1,0,12,0,266,2,80,0,0,3
1176,0,0,0,0,0,1,0,1,0,1,0,11,0,256,14,79,0,0,1
1181,1,0,0,1,1,0,1,1,0,1,0,12,1,313,6,72,0,0,2
1185,0,0,0,1,0,1,1,1,0,1,0,9,0,269,12,79,0,0,2
1190,0,0,0,0,0,0,0,0,0,1,0,12,1,289,14,73,0,0,1
1194,1,0,0,1,0,0,0,0,0,1,2,8,0,300,31,74,0,0,2
1198,1,0,0,1,0,1,1,1,0,1,1,9,1,276,75,73,1,10,1
1201,0,0,0,1,0,0,0,0,0,0,0,11,0,314,2,76,0,0,3
1206,0,0,0,1,0,0,0,0,0,1,0,12,0,283,8,74,0,0,2
1208,1,0,0,1,1,0,0,0,0,1,0,9,0,299,4,73,0,0,1
1209,1,0,0,1,0,1,1,1,0,0,2,11,3,305,20,71,1,26,3
1214,0,0,0,1,0,0,0,0,0,1,0,10,0,314,4,81,0,0,2
1215,1,1,1,0,1,0,0,0,0,1,0,12,0,328,10,78,0,0,2
1216,0,1,0,1,0,1,0,1,0,1,-9,10,0,300,19,70,1,33,3
1217,0,1,0,1,0,1,1,1,0,1,0,12,0,308,23,81,0,0,1
1227,0,0,0,1,0,0,1,1,0,1,1,11,0,302,9,74,0,0,3
1229,0,0,0,0,0,0,0,0,0,1,0,10,3,297,13,76,0,0,2
1230,1,0,0,0,0,0,0,0,0,1,0,12,0,307,3,72,0,0,3
1232,1,0,0,1,1,0,1,0,0,1,0,8,1,274,12,80,0,0,1
1246,1,0,0,1,1,1,0,0,0,1,0,8,2,260,18,70,0,0,1
1248,1,0,0,1,1,0,0,0,0,1,3,8,0,314,3,73,0,0,3
1249,0,0,0,0,0,1,0,1,0,1,0,10,2,290,26,76,1,2,3
1251,1,0,0,1,0,1,1,0,1,1,0,8,0,272,38,70,0,0,2
1252,1,1,0,0,0,0,0,0,0,1,-9,12,0,279,1,73,0,0,3
1254,0,0,1,1,0,0,1,0,0,1,0,8,1,303,5,79,0,0,1
1256,1,0,0,1,0,0,1,0,0,1,0,12,1,298,16,72,0,0,2
1257,0,0,0,0,0,0,0,0,0,1,0,12,1,274,8,76,0,0,1
1261,0,0,0,1,1,0,0,0,0,1,0,6,0,319,3,70,0,0,2
1262,0,0,0,1,0,0,1,0,0,1,1,7,0,269,8,77,0,0,1
1270,1,0,0,1,1,0,0,0,0,1,2,10,9,297,42,70,0,0,3
1274,1,0,0,1,0,1,0,1,0,1,2,9,5,303,68,81,0,0,2
1292,0,0,0,0,0,0,0,0,0,1,2,12,1,312,6,80,1,13,3
1295,0,0,1,1,1,0,1,0,0,1,1,9,6,305,93,72,1,37,2
1297,0,0,0,1,0,1,0,0,1,1,1,9,0,325,11,74,1,17,1
1299,0,0,0,0,0,0,1,0,0,1,0,11,5,305,31,73,1,4,2
1301,1,0,1,1,0,1,0,1,0,1,0,13,1,319,17,70,0,0,2
1304,1,0,0,1,0,1,1,1,0,1,0,7,1,325,11,74,0,0,2
1308,0,0,0,1,0,0,0,0,0,1,0,10,0,266,3,71,0,0,3
1317,0,0,0,1,1,0,0,0,0,1,0,11,8,268,15,74,0,0,2
1318,0,0,0,1,0,0,0,0,0,1,2,12,0,322,0,81,0,0,3
1323,0,0,0,0,1,1,0,1,0,1,-9,10,3,308,32,72,1,35,3
1324,1,0,0,1,1,0,1,0,0,1,0,10,0,275,8,77,0,0,2
1326,1,0,0,1,0,0,1,0,0,1,0,7,0,279,9,80,0,0,2
1328,0,0,0,1,0,0,0,0,0,1,0,12,0,277,1,80,0,0,3
1333,0,0,0,1,0,0,0,0,0,1,0,11,1,315,2,73,0,0,3
1337,0,0,0,1,0,1,0,1,0,1,1,9,14,209,70,77,1,5,1
1341,0,0,1,1,0,0,0,0,0,1,0,14,0,320,9,72,0,0,2
1344,0,0,0,1,0,1,0,1,0,1,2,9,2,227,57,73,1,6,3
1349,0,1,0,1,1,0,1,0,0,1,0,8,0,319,5,74,1,10,2
1351,0,0,0,1,1,0,0,0,0,1,0,11,0,285,2,75,0,0,3
1353,1,1,0,1,0,1,0,0,1,1,0,10,0,263,9,73,0,0,2
1359,0,0,1,1,0,1,0,1,0,1,3,10,17,272,102,72,1,12,2
1367,0,0,0,1,0,1,1,1,0,1,2,9,1,276,45,80,1,10,1
1369,1,1,0,1,0,0,1,0,0,1,0,10,0,296,12,77,1,4,2
1372,0,0,0,0,0,0,1,0,0,1,0,11,3,283,23,80,1,18,3
1375,0,1,0,1,0,0,1,0,0,1,0,11,0,263,4,70,0,0,2
1380,1,0,0,1,0,0,0,0,0,1,1,10,1,315,12,78,0,0,3
1381,1,0,0,0,0,0,1,0,0,1,0,12,0,285,4,81,0,0,3
1382,1,0,0,1,1,0,1,0,0,1,0,12,0,285,6,72,0,0,3
1384,0,0,0,0,0,0,0,0,0,1,0,11,0,285,2,78,0,0,3
1389,0,0,0,1,0,1,1,1,0,1,0,9,0,274,35,73,0,0,1
