,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
3245,1,0,1,0,2,620,100,0,0,0,420,40,2,6,1
3248,1,1,0,0,2,610,40,0,6,0,490,40,0,0,0
3264,0,1,0,0,2,590,40,0,1,4,550,40,1,2,1
3273,1,0,1,0,2,440,100,1,4,0,440,60,0,0,0
3275,0,0,1,0,1,620,90,1,1,5,580,0,1,14,1
3278,1,0,1,1,3,630,120,0,0,6,520,120,1,7,1
3287,0,1,0,0,3,460,70,0,0,0,370,40,1,13,1
3296,1,0,1,0,2,590,40,0,1,3,550,40,0,0,0
3301,1,0,1,1,2,610,40,0,0,6,610,40,0,0,0
3302,0,0,1,1,2,560,50,0,0,6,540,0,1,8,1
3334,1,1,0,0,3,590,130,1,6,0,590,10,0,0,0
3336,0,0,1,0,3,710,80,0,0,0,640,0,1,11,1
3340,1,0,1,0,2,450,350,1,5,0,450,210,0,0,0
3350,0,1,0,0,2,740,60,0,0,1,710,0,1,12,1
3374,1,1,0,0,3,550,100,1,6,0,550,90,0,0,0
3383,0,1,0,0,2,590,150,0,6,0,320,0,2,7,1
3397,0,1,0,0,2,390,40,0,0,0,350,0,1,3,1
