,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
742,1,1,0,0,3,1770,70,0,0,0,1730,60,0,0,0
743,1,0,1,0,3,1350,150,0,0,0,1310,90,1,2,1
744,1,1,0,0,2,900,390,1,6,0,900,310,0,0,0
749,0,0,1,0,2,1150,90,0,0,0,1150,0,1,33,1
752,0,0,1,0,2,1470,610,1,1,3,1470,60,0,0,0
753,1,0,1,0,2,1340,120,0,6,0,1320,120,0,0,0
760,0,0,1,0,2,1320,50,0,0,2,1320,40,2,5,1
775,1,0,1,0,3,1420,460,0,0,0,910,0,1,3,1
778,0,1,0,0,3,1500,210,1,3,3,1460,80,1,2,1
780,1,0,1,0,3,1360,150,0,6,0,1240,150,1,6,1
789,1,0,1,0,2,1770,150,0,4,2,1680,150,0,0,0
794,1,1,0,0,3,1480,100,0,0,3,1430,70,0,0,0
799,1,1,0,0,2,1130,70,0,6,0,1130,60,0,0,0
816,0,1,0,0,1,1680,70,0,0,0,1680,0,1,4,1
821,0,0,1,1,2,1490,90,0,0,3,1490,60,1,3,1
847,0,0,0,0,2,1540,110,0,0,3,1450,110,2,4,1
853,1,0,1,1,2,1370,60,0,0,0,1370,60,0,0,0
857,0,1,0,0,1,1650,140,0,0,0,1540,70,1,12,1
864,1,0,1,0,3,1520,90,0,0,0,1330,50,0,0,0
871,1,1,0,0,1,1320,90,0,0,0,1090,60,0,0,0
876,1,0,1,0,3,2100,180,0,0,0,1380,180,0,0,0
883,1,0,1,0,1,1480,60,0,0,3,1460,60,0,0,0
884,0,0,1,0,1,1580,90,0,0,1,1580,90,0,0,0
885,1,0,1,1,2,1810,140,0,0,2,1510,90,0,0,0
904,1,0,1,0,2,1950,120,0,0,0,1750,70,2,6,1
916,1,1,0,0,3,1680,60,0,6,0,1680,60,0,0,0
919,1,0,1,1,3,1340,240,0,0,0,680,180,0,0,0
927,1,0,1,1,2,1540,60,0,0,4,1540,60,0,0,0
936,1,0,1,0,2,1750,310,0,0,0,1450,310,0,0,0
940,1,0,1,0,3,1300,90,0,0,1,1300,60,1,2,1
947,1,1,0,0,2,1510,70,0,0,3,1440,70,0,0,0
968,1,1,0,0,2,1480,310,0,0,5,1310,90,0,0,0
975,1,0,1,1,2,1870,120,0,0,2,1510,60,0,0,0
983,1,1,0,0,1,1370,140,0,0,0,1370,90,0,0,0
984,1,0,1,1,3,1530,150,0,0,3,1520,80,0,0,0
992,1,0,1,0,2,1940,80,0,0,0,1750,70,0,0,0
996,1,1,0,0,3,1420,100,0,0,0,1210,50,1,4,1
1008,1,0,1,0,2,1560,170,0,0,2,600,170,1,9,1
1035,0,0,1,0,2,1550,150,0,0,3,1320,0,2,7,1
1038,1,0,1,1,1,1340,90,0,0,1,1340,60,0,0,0
1042,1,1,0,0,2,1690,60,0,0,0,1690,60,0,0,0
1047,0,0,1,1,1,1440,120,0,0,0,1310,120,1,7,1
1080,1,0,1,0,2,1890,150,0,2,0,1870,60,0,0,0
1083,0,0,1,0,3,1550,60,0,0,6,1440,60,1,11,1
1084,1,0,1,1,2,1790,70,0,0,0,1750,70,0,0,0
1089,1,0,1,0,3,1250,340,2,6,0,1110,80,0,0,0
1094,1,0,1,0,2,1490,130,0,0,3,1490,0,2,5,1
1099,1,1,0,0,3,1350,90,0,0,0,1120,60,0,0,0
1114,1,1,0,0,1,1390,110,0,0,4,1180,60,0,0,0
1129,0,0,1,1,2,1610,130,0,0,6,1440,60,1,6,1
1133,1,1,0,0,2,1500,140,0,0,4,1380,140,2,8,1
1135,1,0,1,0,2,1870,100,0,0,3,1820,100,1,2,1
1152,0,0,1,0,2,1680,80,0,0,0,1540,80,1,12,1
1167,1,1,0,0,1,1460,150,0,0,1,1460,60,0,0,0
1178,1,0,1,0,2,1560,60,0,3,3,1560,60,0,0,0
1179,1,0,1,1,2,1500,50,0,0,1,1500,50,0,0,0
1207,1,1,0,0,2,1550,310,1,5,0,1550,310,1,2,1
1208,0,1,0,0,2,1850,120,0,0,0,1580,90,0,0,0
1229,1,0,1,0,1,1530,60,0,0,1,1530,40,0,0,0
1230,0,0,1,1,2,1550,70,0,0,3,1550,70,0,0,0
1232,1,1,0,0,3,1550,150,0,0,6,1400,90,1,8,1
1253,1,0,1,0,2,1560,90,0,0,0,1370,90,0,0,0
1259,1,0,1,1,3,1530,60,0,0,3,1530,0,1,4,1
1260,1,0,1,0,3,1600,90,0,0,0,1370,90,0,0,0
1262,1,1,0,0,2,1410,50,0,0,2,1380,50,0,0,0
1265,1,0,1,0,0,1510,80,0,0,0,1380,80,0,0,0
1270,1,1,0,0,1,1550,80,0,0,6,1500,80,0,0,0
1280,1,0,1,0,3,1550,340,0,1,0,1180,90,0,0,0
1296,1,0,1,0,2,1240,140,0,0,1,1130,0,1,7,1
1300,1,0,1,0,1,1730,70,0,0,3,1730,0,1,5,1
1302,1,0,1,0,1,1560,130,0,0,3,1540,130,1,2,1
1313,1,0,1,0,3,1390,310,0,6,0,910,310,0,0,0
1321,1,1,0,0,3,2040,150,0,0,0,1760,70,0,0,0
1324,1,1,0,0,2,1610,90,0,0,0,1400,60,0,0,0
1331,1,0,1,0,2,1510,80,0,1,3,1470,80,0,0,0
1336,0,0,1,0,2,1450,150,0,0,0,1300,60,1,13,1
1356,1,0,1,0,2,1440,80,0,0,0,1280,60,0,0,0
1367,0,0,1,1,1,1300,50,0,3,1,1300,50,0,0,0
1380,1,1,0,0,2,1790,310,0,0,5,1440,90,1,7,1
1392,1,1,0,0,2,1440,80,0,4,0,1440,50,0,0,0
1415,1,0,1,0,3,1850,120,0,0,3,1750,90,0,0,0
1418,1,0,1,0,2,1540,60,0,0,6,1470,60,0,0,0
1430,1,1,0,0,3,1540,70,0,2,3,1540,70,0,0,0
1431,0,1,0,0,2,1700,80,0,0,0,1550,70,1,12,1
1438,1,0,1,0,2,1470,50,0,0,2,1470,0,1,3,1
1440,1,0,1,1,3,1690,150,0,0,0,1480,150,1,8,1
1486,1,0,1,0,3,1440,610,0,5,0,1370,310,0,0,0
1487,1,1,0,0,2,1500,290,0,1,1,1500,150,0,0,0
1488,0,0,1,0,3,1540,60,0,0,6,1520,60,1,7,1
1490,1,0,1,0,0,1280,90,0,0,0,1100,90,0,0,0
1492,1,0,1,0,1,1330,60,0,0,0,1330,50,1,2,1
1497,1,1,0,0,2,2000,160,0,0,0,1830,70,1,2,1
1503,1,1,0,0,1,1540,520,1,1,3,1540,60,0,0,0
1512,1,0,1,0,2,1580,600,0,0,3,1580,50,0,0,0
1543,1,0,1,0,1,1570,70,0,4,2,1540,70,0,0,0
1554,1,0,1,0,3,1410,150,0,0,0,1350,0,1,3,1
1556,1,0,1,0,3,1180,60,0,0,0,1150,60,0,0,0
1558,0,1,0,0,1,1290,90,0,0,3,1160,90,1,11,1
1573,0,0,1,1,3,1550,310,0,0,2,1550,90,0,0,0
1577,1,0,1,0,1,1610,70,0,0,3,1610,70,0,0,0
1583,1,0,1,0,3,1510,70,0,0,3,1510,0,1,4,1
1584,1,1,0,0,2,1500,90,0,2,2,1480,90,0,0,0
1587,1,0,1,0,3,1340,60,0,6,0,1340,60,0,0,0
1591,1,0,1,0,2,1540,70,0,0,4,1520,60,1,5,1
1599,0,0,1,0,3,1510,70,0,3,3,1460,70,0,0,0
1624,1,0,1,0,3,1120,310,0,5,0,680,310,0,0,0
1626,1,1,0,0,1,1320,120,0,0,0,1150,120,1,2,1
1627,0,1,0,0,2,1380,70,0,4,2,1360,70,0,0,0
1629,1,0,1,0,1,1220,120,0,1,0,1220,50,1,2,1
1635,1,0,1,0,1,1570,60,0,0,0,1420,60,0,0,0
1636,1,1,0,0,2,1820,90,0,0,4,1520,90,0,0,0
1644,0,1,0,0,1,1260,100,0,0,2,1080,60,2,6,1
1645,0,1,0,0,2,1270,310,0,0,3,1250,60,0,0,0
1649,1,1,0,0,3,1300,70,0,4,1,1300,70,0,0,0
1654,1,0,1,0,2,1540,120,0,0,3,1540,120,0,0,0
1657,1,0,1,0,3,1410,60,0,0,6,1410,60,0,0,0
1660,1,1,0,0,1,1540,120,0,0,6,1500,60,1,7,1
1666,1,1,0,0,2,1640,70,0,0,0,1510,60,1,12,1
1667,0,1,0,0,2,1170,50,0,6,0,1170,0,2,7,1
1670,1,1,0,0,2,1510,180,0,0,3,1510,90,0,0,0
1676,1,0,1,0,3,1250,160,1,6,0,1250,160,0,0,0
1682,1,0,1,1,3,2850,150,0,0,6,1560,60,0,0,0
1701,1,1,0,0,3,1590,50,0,0,0,1590,50,0,0,0
1702,0,0,1,0,3,1370,920,1,3,0,1370,310,2,4,1
1704,1,0,1,1,3,1840,50,0,0,1,1840,50,0,0,0
1710,0,0,1,0,3,1610,310,0,0,0,870,150,1,2,1
1715,1,1,0,0,2,1390,70,0,0,3,1390,70,0,0,0
1719,0,1,0,0,1,1500,60,0,3,2,1500,0,1,4,1
1721,1,0,1,0,3,2070,230,0,0,0,1730,90,1,6,1
1745,1,0,1,1,3,1530,70,0,1,3,1510,70,0,0,0
1772,1,1,0,0,1,980,310,0,6,0,980,310,0,0,0
1777,0,1,0,0,1,1250,50,0,0,6,1250,50,0,0,0
1784,1,1,0,0,2,1990,180,0,6,0,1600,180,1,2,1
1788,1,0,1,0,3,1540,120,0,4,1,1540,120,0,0,0
1815,1,0,1,1,3,1840,190,0,0,0,1840,80,1,4,1
1821,1,0,1,0,3,1470,90,0,1,0,1470,60,0,0,0
1822,1,1,0,0,1,1290,480,1,3,1,1290,0,0,0,0
1827,1,1,0,0,1,1250,60,0,0,1,1250,60,0,0,0
1833,1,0,1,1,1,1830,120,0,0,3,1800,90,1,2,1
1840,1,1,0,0,2,1830,60,0,0,1,1830,60,0,0,0
1858,1,0,1,0,2,1520,60,0,5,0,1520,60,0,0,0
1859,1,1,0,0,3,1210,120,0,0,0,1030,120,1,9,1
1863,1,0,1,1,2,1530,90,0,0,2,1520,50,0,0,0
1868,0,1,0,0,1,1560,120,0,0,0,1410,70,2,8,1
1871,1,0,1,0,3,1390,140,0,0,6,1250,50,0,0,0
1876,1,1,0,0,2,1490,60,0,0,3,1490,60,0,0,0
1881,0,1,0,0,2,1380,120,0,0,0,1210,120,1,6,1
1890,1,0,1,0,3,1200,920,0,0,0,1120,60,0,0,0
1895,1,1,0,0,3,1770,150,2,4,0,1650,150,0,0,0
1901,1,0,1,0,2,1740,80,0,0,0,1740,0,1,3,1
1903,1,0,1,0,3,1410,120,0,6,0,1070,120,0,0,0
1912,1,1,0,0,2,1870,160,0,0,0,1720,90,1,2,1
1939,1,1,0,0,3,1420,370,0,1,0,1190,370,0,0,0
1948,1,0,1,0,2,1540,150,1,3,0,1540,90,0,0,0
1953,0,0,1,1,3,1560,170,0,0,6,1460,170,1,2,1
1976,1,0,1,0,2,1430,210,0,2,0,870,150,1,2,1
1979,0,1,0,0,3,1480,310,0,6,0,1070,80,0,0,0
1981,0,0,1,0,1,1330,80,0,0,0,1180,80,1,13,1
1985,0,0,1,0,2,1190,580,1,1,0,1190,60,1,2,1
1986,1,0,1,0,2,1550,700,0,0,3,1490,150,0,0,0
1989,0,0,1,0,2,1780,60,0,0,1,1200,60,0,0,0
2006,1,1,0,0,2,1500,70,0,0,3,1470,60,0,0,0
2018,1,1,0,0,1,1580,70,0,2,0,1510,60,0,0,0
2019,0,1,0,0,2,1550,110,0,0,6,1550,50,1,2,1
2028,0,0,1,0,2,1560,110,0,0,0,1410,70,1,2,1
2045,0,0,1,0,2,1970,170,0,0,0,1770,0,1,12,1
2049,1,1,0,0,2,1510,90,0,0,0,1310,60,1,2,1
2051,1,0,1,0,1,1670,120,0,0,6,1670,50,1,12,1
2054,1,1,0,0,2,1540,60,0,0,3,1540,60,0,0,0
2057,1,1,0,0,1,1470,120,0,1,4,1370,120,1,2,1
2086,0,1,0,0,2,2050,310,0,0,0,1740,0,1,12,1
2087,1,1,0,0,2,1340,690,0,3,0,1340,70,0,0,0
2097,1,1,0,0,2,1410,70,0,0,0,1410,70,0,0,0
2099,0,0,1,1,3,1410,110,0,0,4,1320,110,1,6,1
2101,1,0,1,0,3,1880,90,0,0,0,1730,90,1,12,1
2106,1,0,1,0,1,1540,80,0,0,3,1500,80,0,0,0
2108,1,1,0,0,2,1920,140,0,0,0,1800,90,1,11,1
2113,0,0,1,0,2,1510,60,0,0,3,1470,60,0,0,0
2122,1,0,1,0,3,1560,80,0,0,3,1520,80,1,7,1
2131,1,0,1,0,2,1560,120,0,0,6,1460,100,0,0,0
2133,1,0,1,0,3,1940,90,0,0,0,1730,90,0,0,0
2148,0,1,0,0,3,1840,90,0,0,2,1840,50,1,2,1
2172,1,1,0,0,2,1490,60,0,0,3,1460,60,0,0,0
2184,1,1,0,0,3,1450,90,3,4,1,1450,90,0,0,0
2203,1,0,1,0,3,1830,310,0,0,4,1830,310,1,4,1
2217,0,0,1,1,2,1370,90,0,0,0,1370,60,0,0,0
2218,0,0,1,0,2,1590,40,0,3,3,1590,10,1,15,1
2221,1,0,1,0,1,1530,70,0,0,0,1530,0,1,3,1
2228,1,0,1,0,2,1650,80,0,0,4,1630,80,0,0,0
2235,1,1,0,0,2,1140,570,1,5,0,1140,210,0,0,0
2236,1,0,1,1,2,1500,60,0,0,3,1500,60,0,0,0
2258,1,0,1,0,2,1720,310,0,3,0,1720,60,0,0,0
2261,0,0,1,0,1,1460,110,0,0,0,1430,50,0,0,0
2269,1,0,1,1,2,1510,130,0,0,0,1270,130,1,8,1
2278,0,1,0,0,1,1310,230,0,0,4,1180,60,1,2,1
2283,1,0,1,0,3,1650,140,0,0,0,1440,140,1,4,1
2286,1,0,1,0,2,1880,610,0,0,6,1260,0,1,8,1
2302,1,1,0,0,3,1810,230,0,0,6,1580,70,1,7,1
2304,1,1,0,0,2,1580,60,0,0,0,1580,60,0,0,0
2309,1,1,0,0,2,1850,100,0,0,0,1650,60,0,0,0
2317,1,1,0,0,2,1850,80,0,0,2,1360,70,0,0,0
2322,1,0,1,0,3,1560,80,0,0,3,1550,80,0,0,0
2327,1,0,1,0,2,1390,60,0,4,1,1390,60,0,0,0
2357,1,1,0,0,2,1550,60,0,6,0,1550,60,0,0,0
2365,0,0,1,0,1,1940,80,0,0,0,1840,80,1,2,1
2372,1,1,0,0,1,1260,50,0,3,2,1260,50,0,0,0
2376,1,1,0,0,2,1190,240,0,6,0,880,240,1,2,1
2387,1,1,0,0,2,1440,60,0,0,0,1370,60,0,0,0
2392,0,1,0,0,1,1370,110,0,0,5,1210,50,1,13,1
2395,1,1,0,0,1,1870,90,0,0,0,1870,70,0,0,0
2396,1,1,0,0,2,1510,160,0,0,0,1400,60,1,6,1
2397,1,1,0,0,2,1500,60,0,0,2,1500,60,0,0,0
2409,1,1,0,0,2,1340,90,0,0,0,1090,90,0,0,0
2431,1,0,1,0,3,1830,120,2,3,0,1830,120,1,7,1
2444,1,1,0,0,2,1530,70,0,0,3,1460,60,1,2,1
2453,1,0,1,1,3,1930,170,0,0,3,1810,170,1,2,1
2462,0,0,1,0,3,1460,60,0,1,3,680,60,1,2,1
2476,1,1,0,0,1,1550,110,0,0,3,1520,60,0,0,0
2478,1,0,1,0,2,1500,150,0,0,0,1400,150,1,2,1
2501,1,0,1,0,3,1350,470,0,5,0,1350,150,0,0,0
2516,1,1,0,0,2,1500,70,0,0,5,1450,70,0,0,0
2532,1,0,1,0,3,1120,50,0,5,0,1120,50,0,0,0
2533,1,0,1,1,2,970,290,0,0,0,690,290,0,0,0
2541,0,1,0,0,3,1710,150,0,0,0,1440,90,2,8,1
2549,1,0,1,1,1,1560,240,0,0,3,1360,240,1,6,1
2555,1,1,0,0,3,1490,240,0,1,0,1220,240,0,0,0
2574,1,1,0,0,2,1850,90,0,0,0,1660,60,0,0,0
2576,1,1,0,0,1,1800,70,0,0,3,1780,70,0,0,0
2589,0,1,0,0,2,2020,150,0,0,0,1870,90,2,8,1
2601,1,1,0,0,1,1220,310,0,6,0,1190,150,0,0,0
2605,1,1,0,0,2,1490,370,1,0,3,1480,70,0,0,0
2620,1,0,1,0,2,1500,150,1,3,3,1500,60,0,0,0
2623,1,0,1,0,2,1390,590,1,2,0,790,60,0,0,0
2633,0,1,0,0,2,1530,50,0,0,3,1510,50,1,5,1
2641,0,1,0,0,1,1430,100,0,0,6,1360,100,1,13,1
2645,1,0,1,0,2,1470,430,0,0,3,1470,60,0,0,0
2656,0,0,1,0,3,1220,200,0,0,0,1100,130,1,8,1
2657,1,1,0,0,2,1260,130,0,0,6,1240,130,1,4,1
2661,1,1,0,0,2,1600,310,0,6,0,1030,90,0,0,0
2670,1,0,1,0,3,1060,520,1,6,0,1060,190,0,0,0
2679,1,0,1,0,2,1510,90,0,2,3,1390,90,0,0,0
2683,1,0,1,0,3,1390,490,3,6,0,1390,350,0,0,0
2684,0,1,0,0,3,1480,180,0,0,1,1220,60,2,4,1
2685,1,1,0,0,1,1470,150,0,0,0,1210,150,0,0,0
2704,1,0,1,1,1,1460,120,0,0,3,1440,70,0,0,0
2712,1,1,0,0,3,1820,240,0,0,5,1710,150,1,2,1
2716,1,0,1,1,3,1290,60,0,0,0,1290,50,0,0,0
2736,1,1,0,0,2,1560,70,0,0,3,1560,70,0,0,0
2740,1,1,0,0,2,1350,50,0,1,0,1350,50,0,0,0
2741,1,0,1,0,2,1700,70,0,0,0,1700,60,0,0,0
2772,0,0,1,0,3,1420,60,0,0,6,1340,0,1,13,1
2784,0,0,1,0,3,1620,60,0,0,0,1620,0,1,3,1
2785,1,1,0,0,2,1510,120,0,3,2,1510,40,0,0,0
2790,0,1,0,0,2,1480,290,1,3,2,1470,50,0,0,0
2799,1,0,1,0,2,1460,60,0,0,0,1460,60,0,0,0
2802,0,1,0,0,2,1490,90,0,3,1,1490,60,0,0,0
2808,1,1,0,0,3,2140,490,0,6,0,1620,490,0,0,0
2811,0,0,1,1,2,1400,100,0,0,5,1190,50,0,0,0
2813,1,0,1,0,2,1450,60,1,2,1,1450,60,0,0,0
2815,1,0,1,0,2,1470,60,0,0,6,1320,60,0,0,0
2817,0,0,1,1,3,1260,50,0,0,2,1190,0,1,15,1
2835,0,1,0,0,3,1470,120,0,0,6,1320,120,1,8,1
2838,1,0,1,0,3,1340,60,0,1,0,1340,60,0,0,0
2849,1,0,0,0,3,1510,40,0,2,4,1510,0,1,3,1
2855,1,1,0,0,2,1560,560,1,6,0,1560,40,0,0,0
2857,1,1,0,0,2,1500,150,0,0,0,1290,90,0,0,0
2867,1,0,1,0,1,1410,60,0,0,3,1390,60,0,0,0
2873,1,0,1,0,2,1460,150,0,6,0,1320,150,0,0,0
2876,1,0,1,1,2,1710,390,0,0,3,1370,50,1,5,1
2903,0,1,0,0,1,1610,120,0,0,5,1470,50,1,5,1
2916,1,0,1,0,1,1320,10,0,0,6,1320,0,1,33,1
2920,1,1,0,0,1,1540,70,0,3,2,1510,70,0,0,0
2924,1,0,1,0,2,1530,650,2,1,3,1530,70,0,0,0
2928,1,0,1,0,3,1480,110,0,0,6,1320,50,1,2,1
2930,1,0,1,0,2,1530,150,0,0,1,1530,150,0,0,0
2931,1,0,1,0,3,1420,130,1,5,0,1420,0,1,3,1
2937,1,1,0,0,1,990,320,0,0,0,990,320,0,0,0
2940,1,1,0,1,2,1540,600,1,1,3,1450,110,0,0,0
2949,1,1,0,0,2,1860,70,0,0,3,1860,70,0,0,0
2955,1,0,1,0,3,1340,570,1,6,0,1340,30,0,0,0
2956,0,0,1,1,3,1280,140,0,0,2,1280,50,0,0,0
2960,1,1,0,0,3,1420,90,1,2,3,1420,90,0,0,0
2963,1,1,0,0,1,1550,120,0,0,0,1450,70,1,10,1
2966,1,1,0,0,1,1500,100,0,0,1,1500,40,0,0,0
2980,1,0,1,0,3,1540,90,0,3,1,1540,50,0,0,0
2988,1,1,0,0,2,990,380,0,5,0,630,220,0,0,0
2999,1,0,0,0,2,1550,170,0,0,2,1550,60,0,0,0
3003,0,1,0,0,3,1360,60,0,0,5,1200,50,1,2,1
3023,0,1,0,0,1,1900,140,0,0,0,1630,90,1,12,1
3028,1,1,0,0,1,1540,210,0,0,0,1350,60,0,0,0
3043,0,1,0,0,3,1480,110,0,0,0,1380,50,2,8,1
3061,1,0,1,0,3,1240,80,0,0,0,1200,60,1,2,1
3063,1,0,1,0,1,1510,180,0,0,6,1330,60,2,7,1
3076,0,0,1,1,1,1480,70,0,4,2,1480,70,0,0,0
