,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
237,1,0,1,0,3,230,230,3,6,0,40,0,0,0,0
244,1,0,1,0,3,10,10,1,6,0,0,10,1,8,1
271,1,1,0,0,3,40,40,2,6,0,30,0,1,2,1
277,1,0,1,0,3,40,10,0,6,0,40,10,0,0,0
280,1,0,1,0,3,80,50,1,6,0,50,30,0,0,0
292,1,1,0,0,2,80,30,0,6,0,50,30,1,13,1
294,1,0,1,0,3,0,50,1,6,0,0,0,1,1,1
296,1,1,0,0,2,70,80,3,6,0,50,20,0,0,0
305,1,0,1,0,2,170,180,3,6,0,10,100,0,0,0
307,1,1,0,0,2,160,160,1,6,0,0,160,1,1,1
310,1,1,0,0,2,160,280,2,6,0,110,30,0,0,0
317,1,1,0,0,1,20,20,2,6,0,0,10,1,1,1
326,0,1,0,0,2,30,30,1,6,0,20,10,2,6,1
340,1,0,1,0,2,0,60,1,6,0,0,0,0,0,0
345,1,0,1,0,3,190,400,4,6,0,90,0,0,0,0
346,1,0,1,0,2,130,130,1,6,0,40,130,0,0,0
363,0,1,0,0,3,60,60,1,6,0,0,0,1,1,1
364,1,0,1,0,3,20,20,1,6,0,20,10,0,0,0
365,1,1,0,0,2,260,260,3,6,0,0,50,1,1,1
367,1,0,1,1,2,90,50,0,2,0,90,0,1,6,1
381,0,1,0,0,2,110,50,0,6,0,60,50,1,6,1
397,1,0,1,1,2,30,30,2,6,0,0,0,0,0,0
402,0,0,1,0,3,70,70,2,6,0,40,60,1,2,1
411,1,1,0,0,3,10,10,1,6,0,10,0,0,0,0
412,1,1,0,0,3,140,140,3,6,0,0,0,1,1,1
427,0,0,1,0,3,10,10,0,6,0,10,10,0,0,0
442,1,0,1,0,3,90,90,3,6,0,0,0,1,1,1
464,1,0,0,0,1,60,60,2,6,0,0,0,1,1,1
472,1,1,0,0,2,90,90,2,6,0,90,90,0,0,0
474,1,1,0,0,2,200,200,2,6,0,130,80,0,0,0
478,1,1,0,0,3,20,20,3,6,0,20,0,1,2,1
484,1,1,0,0,2,80,80,2,6,0,80,50,0,0,0
488,0,1,0,0,2,50,50,2,6,0,10,50,0,0,0
495,1,1,0,0,3,20,30,4,6,0,20,30,0,0,0
498,1,1,0,0,3,50,50,1,6,0,0,0,0,0,0
505,1,0,1,0,3,40,40,2,6,0,10,10,0,0,0
510,1,1,0,0,2,40,40,1,6,0,40,40,1,2,1
511,0,0,1,0,2,10,10,0,6,0,10,10,0,0,0
528,1,0,1,0,3,80,80,2,6,0,0,0,1,1,1
534,1,0,1,0,3,90,90,2,6,0,70,90,0,0,0
535,1,0,1,0,2,190,150,3,6,0,10,50,0,0,0
540,1,0,1,0,3,10,10,1,6,0,10,0,0,0,0
541,1,0,1,0,3,10,10,1,6,0,0,0,1,1,1
561,1,0,1,0,2,60,70,3,6,0,20,70,0,0,0
562,1,1,0,0,2,110,110,2,6,0,20,90,0,0,0
564,1,0,1,0,3,130,210,2,6,0,30,0,2,10,1
567,1,0,1,0,3,320,490,3,6,0,220,50,0,0,0
580,0,0,1,0,2,20,20,1,6,0,0,20,1,1,1
601,0,1,0,0,1,40,40,1,6,0,10,10,0,0,0
604,1,0,1,0,2,0,50,1,6,0,0,0,1,1,1
609,1,1,0,0,2,20,20,1,6,0,10,10,0,0,0
611,0,0,1,0,3,100,80,1,6,0,100,0,0,0,0
616,1,1,0,0,3,20,70,2,6,0,0,0,1,1,1
621,1,0,1,0,2,20,30,3,6,0,10,0,0,0,0
623,1,1,0,0,2,20,130,3,6,0,0,0,1,1,1
627,1,1,0,0,3,20,20,0,6,0,20,20,0,0,0
635,1,1,0,0,1,20,10,1,6,0,20,10,0,0,0
650,1,0,1,0,3,30,30,3,6,0,0,0,0,0,0
655,0,1,0,0,2,170,170,2,6,0,60,110,0,0,0
659,1,0,1,0,2,90,50,2,6,0,10,0,1,2,1
678,1,0,1,0,2,230,230,3,6,0,100,30,0,0,0
681,1,0,1,0,3,30,30,1,6,0,0,0,0,0,0
686,0,1,0,0,1,40,30,3,6,0,20,0,0,0,0
701,1,1,0,0,3,260,260,2,6,0,180,0,0,0,0
713,1,1,0,0,2,150,150,2,6,0,0,50,1,1,1
714,1,0,1,0,3,70,70,3,6,0,10,20,0,0,0
722,1,0,1,0,3,100,100,1,6,0,0,100,1,1,1
727,1,0,1,0,2,80,80,5,6,0,0,80,0,0,0
729,0,0,1,0,3,40,30,2,6,0,20,0,2,6,1
732,1,0,1,0,3,40,20,0,6,0,40,0,1,3,1
733,1,1,0,0,3,20,20,3,6,0,10,10,0,0,0
741,1,0,1,0,3,120,120,2,6,0,30,60,0,0,0
748,0,0,1,0,3,160,160,2,6,0,10,10,1,2,1
754,1,1,0,0,2,60,60,2,6,0,30,30,0,0,0
761,1,0,1,1,2,10,10,1,6,0,10,0,0,0,0
768,1,1,0,0,2,20,60,2,6,0,0,0,0,0,0
769,1,1,0,0,3,130,130,2,6,0,70,130,0,0,0
771,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
777,1,0,1,0,2,40,70,2,6,0,40,40,0,0,0
781,1,1,0,0,2,90,70,1,6,0,30,70,1,2,1
783,0,1,0,0,3,80,80,1,6,0,0,0,1,1,1
786,1,0,1,0,3,60,60,2,6,0,30,10,0,0,0
791,1,0,1,0,3,30,60,3,6,0,0,20,1,1,1
793,1,1,0,0,1,60,70,5,6,0,0,0,1,1,1
802,1,1,0,0,1,340,230,1,4,0,60,20,0,0,0
812,1,0,1,1,3,30,30,1,6,0,0,0,1,1,1
817,1,0,1,1,1,260,260,2,3,0,130,20,1,2,1
818,1,1,0,0,2,140,330,3,6,0,80,80,0,0,0
820,1,0,0,0,1,20,20,2,6,0,20,0,0,0,0
830,1,0,1,0,3,110,90,2,6,0,60,60,0,0,0
835,0,0,1,0,1,150,220,4,6,0,50,80,0,0,0
842,1,1,0,0,2,230,230,1,4,0,0,0,0,0,0
873,1,1,0,0,3,220,220,2,6,0,140,100,0,0,0
874,1,1,0,0,1,90,20,2,6,0,90,0,0,0,0
890,1,1,0,0,1,20,20,2,6,0,20,10,0,0,0
900,1,0,1,0,3,80,80,1,6,0,0,80,0,0,0
901,1,1,0,0,3,120,90,1,6,0,120,0,0,0,0
915,1,1,0,0,3,120,120,1,6,0,0,0,0,0,0
920,1,0,1,0,3,80,80,2,6,0,0,0,1,1,1
923,1,0,1,1,3,40,370,3,6,0,40,20,1,2,1
929,1,1,0,0,3,120,120,3,6,0,40,120,0,0,0
932,0,0,1,0,2,60,30,3,6,0,60,0,1,4,1
941,1,1,0,0,2,40,40,0,6,0,40,40,0,0,0
949,1,1,0,0,1,60,710,3,6,0,60,0,1,2,1
961,1,0,1,0,2,20,20,2,6,0,10,10,0,0,0
966,1,0,1,0,3,40,40,1,6,0,0,0,1,1,1
967,1,1,0,0,3,130,130,2,6,0,30,130,0,0,0
985,0,0,1,0,1,190,290,4,6,0,30,200,1,1,1
991,0,1,0,0,3,40,30,3,6,0,40,0,1,4,1
998,0,0,1,1,2,20,560,3,6,0,20,0,0,0,0
1006,1,0,1,0,2,120,120,2,6,0,40,120,0,0,0
1018,1,1,0,0,1,110,110,2,6,0,0,0,1,1,1
1019,1,0,0,0,1,130,0,0,6,0,130,0,0,0,0
1031,1,0,1,0,3,80,80,3,6,0,20,30,0,0,0
1032,0,0,1,0,3,20,10,0,6,0,20,0,1,2,1
1034,1,0,0,0,2,0,60,4,6,0,0,0,1,1,1
1040,1,0,1,0,2,0,40,3,6,0,0,0,0,0,0
1041,0,0,1,0,2,120,120,3,6,0,40,120,2,4,1
1050,1,0,1,0,2,10,10,1,6,0,10,0,1,12,1
1054,1,1,0,0,2,40,10,1,6,0,40,0,1,4,1
1067,0,0,1,0,2,10,10,0,6,0,10,10,0,0,0
1070,1,1,0,0,3,230,230,3,6,0,50,110,0,0,0
1074,1,0,1,0,2,320,320,4,6,0,0,120,1,1,1
1078,1,1,0,0,1,10,10,0,6,0,10,10,0,0,0
1079,1,1,0,0,1,110,110,2,6,0,70,110,1,1,1
1087,1,1,0,0,2,10,10,1,6,0,0,10,1,1,1
1097,1,1,0,0,3,80,240,2,6,0,0,0,1,1,1
1098,1,0,1,0,1,20,20,1,6,0,10,0,0,0,0
1107,1,1,0,0,2,110,110,2,6,0,40,80,0,0,0
1111,1,1,0,0,1,100,60,3,6,0,100,0,0,0,0
1119,1,1,0,0,2,260,260,4,6,0,0,30,1,1,1
1127,1,1,0,0,2,230,230,2,6,0,90,70,0,0,0
1131,1,0,1,0,2,270,270,4,6,0,0,100,1,1,1
1149,1,1,0,0,2,90,60,1,6,0,60,0,1,2,1
1150,1,1,0,0,2,60,60,2,6,0,10,20,0,0,0
1164,1,0,1,1,2,20,20,2,6,0,20,0,0,0,0
1171,1,1,0,0,1,160,620,4,6,0,40,50,0,0,0
1173,1,0,1,0,3,20,20,0,6,0,20,20,0,0,0
1185,1,0,1,1,2,140,30,0,2,0,110,30,0,0,0
1186,0,1,0,0,2,90,90,1,6,0,40,90,0,0,0
1187,1,1,0,0,2,60,180,3,6,0,40,60,0,0,0
1191,1,0,1,0,3,260,270,3,6,0,20,100,0,0,0
1192,0,0,1,0,2,180,180,3,6,0,10,100,0,0,0
1195,1,1,0,0,3,50,50,3,6,0,20,20,0,0,0
1211,1,0,1,0,1,10,10,0,6,0,10,10,0,0,0
1214,1,0,1,0,3,200,210,1,6,0,130,70,0,0,0
1222,1,0,1,0,3,110,470,2,6,0,40,0,0,0,0
1233,1,1,0,0,2,20,20,2,6,0,10,10,0,0,0
1242,1,1,0,0,2,40,40,1,6,0,0,0,0,0,0
1247,1,0,1,0,2,80,80,0,6,0,80,80,0,0,0
1256,1,0,1,0,3,20,20,1,6,0,10,10,0,0,0
1258,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
1263,0,1,0,0,1,40,40,2,6,0,10,30,1,2,1
1275,0,0,1,0,3,30,30,1,6,0,10,10,0,0,0
1279,1,0,1,0,2,120,120,4,6,0,0,0,0,0,0
1306,1,0,1,1,3,140,330,4,6,0,30,100,0,0,0
1307,1,1,0,0,2,20,30,3,6,0,10,0,0,0,0
1315,0,1,0,0,2,150,150,2,6,0,50,150,1,2,1
1318,1,1,0,0,3,40,40,1,6,0,0,0,1,1,1
1325,1,1,0,0,1,20,20,1,6,0,10,10,1,2,1
1342,0,0,1,1,3,110,110,3,6,0,20,10,0,0,0
1363,1,0,1,0,3,140,140,4,6,0,10,60,1,1,1
1366,1,0,1,0,0,60,60,3,6,0,10,60,0,0,0
1375,1,0,1,0,1,220,220,1,4,0,0,0,1,2,1
1377,1,1,0,0,2,200,200,2,6,0,10,10,0,0,0
1410,1,0,1,0,2,60,60,1,6,0,10,60,0,0,0
1412,1,1,0,0,2,170,170,3,6,0,10,50,0,0,0
1417,1,0,1,0,3,80,40,2,6,0,80,0,1,7,1
1426,1,0,1,0,3,120,120,3,6,0,10,20,0,0,0
1442,0,1,0,0,1,20,10,1,6,0,20,0,0,0,0
1446,0,1,0,0,3,30,30,3,6,0,0,20,1,1,1
1451,0,0,1,0,3,120,120,3,6,0,10,10,0,0,0
1452,1,1,0,0,2,70,70,3,6,0,50,70,0,0,0
1457,0,1,0,0,2,270,210,2,6,0,0,140,2,5,1
1467,1,1,0,0,2,30,50,2,6,0,30,0,0,0,0
1468,1,1,0,0,3,80,90,2,6,0,50,90,0,0,0
1469,0,0,1,0,1,130,130,2,6,0,0,0,1,1,1
1473,1,0,1,0,2,10,20,1,6,0,10,20,0,0,0
1479,1,0,1,0,3,200,200,3,6,0,0,0,1,1,1
1483,1,0,1,0,3,200,200,3,6,0,10,10,0,0,0
1498,1,0,1,0,2,200,200,3,6,0,80,90,1,1,1
1499,1,0,1,0,3,280,530,2,2,0,190,0,1,3,1
1506,1,0,1,1,3,20,30,2,6,0,20,10,0,0,0
1513,0,0,1,0,1,120,120,4,6,0,0,0,1,1,1
1524,1,1,0,0,2,60,60,2,6,0,60,0,0,0,0
1529,1,1,0,0,2,180,180,3,6,0,0,20,0,0,0
1537,1,1,0,0,1,20,30,2,6,0,10,10,2,4,1
1538,0,0,1,0,2,50,370,2,6,0,30,50,0,0,0
1544,0,0,1,0,2,20,20,1,6,0,0,0,1,1,1
1568,1,1,0,0,3,190,190,4,5,0,0,10,1,1,1
1578,1,1,0,0,3,170,170,2,6,0,0,50,1,1,1
1594,1,0,1,0,1,90,90,1,6,0,20,20,0,0,0
1596,1,1,0,0,2,150,150,3,6,0,40,0,1,4,1
1600,1,0,1,0,2,80,80,0,6,0,80,80,0,0,0
1603,1,0,1,0,2,60,60,3,6,0,0,0,0,0,0
1615,0,1,0,0,3,80,100,2,6,0,10,80,1,1,1
1633,1,0,1,0,3,70,150,4,6,0,60,10,0,0,0
1639,1,1,0,0,1,160,160,2,6,0,40,160,0,0,0
1648,1,1,0,0,1,40,40,2,6,0,0,40,0,0,0
1652,1,1,0,0,3,80,80,1,6,0,10,80,0,0,0
1658,1,0,1,0,2,210,350,3,6,0,20,0,0,0,0
1661,0,1,0,0,2,20,320,2,6,0,10,10,0,0,0
1663,0,0,1,0,3,80,440,3,6,0,0,0,0,0,0
1668,1,0,1,0,2,50,50,2,6,0,30,50,0,0,0
1673,1,0,1,0,3,20,40,3,6,0,0,10,0,0,0
1685,1,1,0,0,3,40,40,0,6,0,40,40,0,0,0
1691,1,0,1,0,2,70,70,2,6,0,0,0,0,0,0
1692,1,0,1,0,3,20,20,2,6,0,0,20,0,0,0
1695,1,1,0,0,1,110,110,3,6,0,40,60,0,0,0
1697,1,1,0,0,1,10,10,0,6,0,10,10,0,0,0
1698,1,0,1,0,3,70,70,2,6,0,60,40,1,2,1
1708,1,0,1,0,3,260,260,1,6,0,50,10,0,0,0
1714,1,0,1,0,3,20,50,3,6,0,0,0,1,1,1
1717,0,0,1,0,3,300,300,3,6,0,130,40,0,0,0
1730,0,1,0,0,3,90,130,1,6,0,90,40,0,0,0
1734,1,1,0,0,2,110,110,3,6,0,70,0,0,0,0
1741,1,0,1,0,3,250,250,3,6,0,70,0,0,0,0
1742,1,0,1,0,3,100,100,3,6,0,0,0,0,0,0
1746,1,0,1,0,2,30,30,0,6,0,30,30,0,0,0
1763,1,0,1,0,3,320,320,3,6,0,160,60,0,0,0
1769,0,1,0,0,2,200,200,3,6,0,20,40,0,0,0
1770,1,1,0,0,2,100,110,4,6,0,20,40,0,0,0
1774,1,0,1,0,3,60,60,4,6,0,0,60,0,0,0
1780,1,1,0,0,3,20,20,1,6,0,20,20,0,0,0
1794,0,0,1,0,1,50,50,1,6,0,20,50,0,0,0
1800,0,1,0,0,2,40,40,4,6,0,20,40,0,0,0
1801,1,1,0,0,1,30,30,3,6,0,30,20,0,0,0
1802,1,1,0,0,1,10,10,1,6,0,10,10,0,0,0
1803,1,0,1,0,3,140,140,2,5,0,10,10,0,0,0
1810,1,0,1,0,2,310,150,1,2,0,100,0,0,0,0
1816,1,1,0,0,3,150,150,3,6,0,0,20,1,1,1
1817,1,1,0,0,2,80,90,3,6,0,20,20,0,0,0
1820,0,1,0,0,3,60,60,2,6,0,10,10,0,0,0
1841,0,0,1,0,3,70,70,1,6,0,0,0,0,0,0
1844,1,0,1,0,3,20,20,1,6,0,0,20,0,0,0
1850,1,1,0,0,3,240,250,2,6,0,0,60,1,1,1
1856,1,0,1,0,3,50,30,0,6,0,50,30,0,0,0
1860,1,0,1,1,2,190,190,2,5,0,0,0,1,1,1
1866,1,0,1,0,3,70,70,2,6,0,0,0,0,0,0
1874,0,1,0,0,2,20,30,2,6,0,10,10,0,0,0
1884,0,0,1,0,3,30,60,2,6,0,20,20,0,0,0
1889,0,0,1,0,1,180,180,2,6,0,0,150,1,1,1
1892,1,0,1,0,3,40,40,1,6,0,0,40,1,1,1
1899,1,1,0,0,2,40,20,1,6,0,40,10,0,0,0
1910,0,1,0,0,3,20,10,1,6,0,20,0,0,0,0
1914,1,0,1,0,3,70,90,2,6,0,0,10,0,0,0
1919,1,1,0,0,2,110,40,3,6,0,80,30,0,0,0
1920,0,1,0,0,3,20,20,2,6,0,0,0,2,5,1
1921,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
1931,0,0,1,1,3,40,30,3,6,0,10,30,1,6,1
1932,1,0,1,0,3,70,80,3,6,0,60,80,0,0,0
1933,1,1,0,0,3,20,40,1,6,0,20,20,0,0,0
1934,0,0,1,0,3,40,80,2,6,0,40,10,1,2,1
1956,0,1,0,0,3,80,0,0,6,0,80,0,1,12,1
1965,1,0,1,0,2,130,0,0,6,0,130,0,0,0,0
1969,1,0,1,0,3,60,60,3,6,0,30,0,0,0,0
1977,1,0,1,0,1,360,250,1,6,0,40,30,0,0,0
2005,1,0,1,0,2,70,90,2,6,0,70,50,0,0,0
2007,1,1,0,0,3,210,340,3,6,0,60,40,1,2,1
2013,1,1,0,0,1,80,80,2,6,0,0,0,1,1,1
2014,1,1,0,0,2,20,20,1,6,0,10,10,0,0,0
2015,0,1,0,0,1,20,20,1,6,0,10,0,0,0,0
2031,1,0,1,0,2,60,70,2,6,0,10,10,1,2,1
2034,1,0,1,0,3,20,240,1,6,0,20,20,0,0,0
2040,1,0,1,0,3,10,90,1,6,0,10,10,0,0,0
2041,1,1,0,0,2,10,10,0,6,0,10,10,0,0,0
2048,1,0,1,0,3,30,30,2,6,0,10,30,0,0,0
2052,1,0,1,0,2,40,80,2,6,0,10,10,0,0,0
2060,1,1,0,0,2,260,260,2,6,0,20,20,0,0,0
2075,1,0,1,0,3,70,70,2,6,0,30,0,2,4,1
2076,1,1,0,0,1,20,20,3,6,0,10,20,0,0,0
2083,1,1,0,0,2,150,150,2,6,0,10,0,0,0,0
2090,1,1,0,0,3,70,130,3,6,0,20,70,2,4,1
2102,0,1,0,0,1,140,30,0,0,0,140,0,1,14,1
2107,1,1,0,0,3,120,120,1,6,0,0,0,1,1,1
2111,0,1,0,0,2,30,70,3,6,0,0,0,1,1,1
2117,0,0,1,0,1,50,50,1,6,0,10,50,1,2,1
2138,1,0,1,0,2,20,20,1,6,0,0,0,1,1,1
2141,1,1,0,0,1,200,200,2,6,0,70,0,0,0,0
2151,1,0,1,1,3,110,110,4,6,0,30,100,0,0,0
2181,1,0,1,0,1,80,80,0,6,0,80,80,0,0,0
2200,0,0,1,0,3,190,190,2,6,0,30,140,1,2,1
2201,1,1,0,0,3,60,60,4,6,0,0,0,0,0,0
2208,1,1,0,0,3,10,30,3,6,0,0,0,1,1,1
2210,1,0,1,0,3,40,60,3,6,0,0,0,1,1,1
2215,1,1,0,0,3,200,800,2,6,0,200,0,1,2,1
2220,0,1,0,0,2,30,20,0,6,0,30,20,0,0,0
2223,1,0,1,0,3,80,70,2,6,0,80,20,0,0,0
2231,0,0,1,0,3,60,90,3,6,0,0,0,1,4,1
2245,1,1,0,0,1,40,160,3,6,0,10,20,0,0,0
2248,0,0,1,0,3,30,30,1,6,0,20,30,0,0,0
2271,1,1,0,0,3,50,50,1,6,0,0,0,1,1,1
2275,1,0,1,0,2,100,530,3,6,0,100,0,1,2,1
2277,1,1,0,0,1,250,250,3,6,0,80,80,0,0,0
2279,1,1,0,0,2,20,20,1,6,0,0,0,1,1,1
2291,1,1,0,0,1,30,30,2,6,0,0,20,3,7,1
2294,0,0,1,0,3,30,30,2,6,0,20,0,2,6,1
2307,1,0,1,0,3,150,230,2,6,0,0,0,1,1,1
2316,1,1,0,0,3,60,60,3,6,0,0,0,1,1,1
2318,0,0,1,0,3,90,90,3,6,0,0,0,1,1,1
2321,1,1,0,0,2,60,60,1,6,0,50,0,2,8,1
2331,0,0,1,0,3,100,100,3,6,0,50,80,0,0,0
2341,1,0,1,0,1,140,170,3,6,0,0,0,1,1,1
2354,1,0,1,0,3,150,150,3,6,0,40,100,0,0,0
2377,0,0,1,0,3,20,20,1,6,0,0,0,1,1,1
2386,1,0,1,1,1,80,80,3,6,0,0,0,1,1,1
2394,1,0,1,1,2,100,100,2,6,0,0,0,1,1,1
2400,1,1,0,0,2,230,230,3,6,0,10,140,0,0,0
2401,1,1,0,0,3,100,70,1,6,0,20,10,0,0,0
2403,0,0,1,0,3,60,60,1,6,0,20,0,1,2,1
2411,1,0,1,0,3,150,150,2,6,0,60,90,0,0,0
2414,0,1,0,0,2,110,110,2,6,0,0,70,1,1,1
2416,1,0,1,1,2,80,120,3,6,0,30,60,0,0,0
2420,1,0,1,0,3,90,90,1,6,0,60,0,2,7,1
2429,0,0,1,1,2,150,530,2,6,0,40,90,1,2,1
2430,0,1,0,0,3,20,10,0,6,0,20,10,0,0,0
2433,1,0,1,0,3,20,230,2,6,0,0,20,1,1,1
2438,1,0,1,0,2,70,80,2,6,0,60,70,0,0,0
2441,0,1,0,0,3,90,90,2,6,0,0,50,1,1,1
2452,1,0,1,0,3,80,300,4,6,0,20,60,0,0,0
2466,0,0,1,0,2,160,160,5,6,0,30,50,0,0,0
2474,1,0,1,0,2,240,240,3,6,0,70,0,1,2,1
2482,0,0,1,0,3,90,80,2,6,0,0,0,2,5,1
2483,0,1,0,1,2,20,20,2,6,0,20,0,0,0,0
2487,0,1,0,0,2,80,80,2,6,0,0,20,1,1,1
2491,0,0,1,0,3,30,100,2,6,0,10,10,0,0,0
2495,1,1,0,0,3,220,730,4,6,0,0,10,0,0,0
2497,1,0,1,0,1,70,260,2,6,0,10,10,0,0,0
2503,0,0,1,0,3,10,10,0,6,0,10,10,0,0,0
2505,1,1,0,0,2,40,20,3,6,0,20,10,1,2,1
2515,1,0,1,0,3,30,30,3,6,0,20,20,0,0,0
2517,1,0,1,0,3,90,90,2,6,0,0,70,0,0,0
2518,1,1,0,0,3,80,80,3,6,0,0,20,0,0,0
2526,1,1,0,0,3,120,120,2,6,0,50,0,1,4,1
2527,1,1,0,0,1,160,160,1,6,0,0,0,1,1,1
2530,0,0,1,1,2,20,20,1,6,0,10,10,0,0,0
2531,0,1,0,0,1,30,30,1,6,0,0,0,1,1,1
2534,1,0,1,0,2,50,50,4,6,0,50,20,0,0,0
2539,1,1,0,0,3,170,170,1,5,0,30,0,0,0,0
2540,1,1,0,0,1,70,70,2,6,0,70,50,0,0,0
2543,1,1,0,0,2,80,80,2,6,0,70,60,0,0,0
2554,1,0,0,0,3,100,50,2,6,0,100,50,0,0,0
2566,1,0,1,0,3,110,110,3,6,0,0,110,1,1,1
2572,1,1,0,0,3,180,180,2,6,0,0,180,1,2,1
2573,1,0,1,0,3,40,80,2,6,0,40,30,0,0,0
2587,1,0,1,0,3,110,160,3,6,0,0,0,1,1,1
2593,1,0,1,0,0,50,340,1,6,0,50,0,0,0,0
2599,1,1,0,0,3,60,60,3,6,0,20,20,0,0,0
2607,0,1,0,0,1,10,20,1,6,0,10,10,0,0,0
2624,1,1,0,0,3,260,230,1,6,0,100,60,0,0,0
2635,1,1,0,0,3,30,50,3,6,0,0,0,2,3,1
2643,1,1,0,0,3,210,210,2,6,0,0,0,1,1,1
2647,0,0,1,0,3,10,10,0,6,0,10,10,0,0,0
2650,0,1,0,0,3,150,150,4,6,0,60,70,0,0,0
2655,0,1,0,0,3,210,210,1,6,0,30,0,1,4,1
2672,1,0,1,0,2,40,40,2,6,0,40,40,1,2,1
2677,1,0,1,0,3,20,20,1,6,0,0,0,1,1,1
2681,1,0,1,0,3,30,20,1,6,0,30,0,0,0,0
2682,1,0,1,0,2,20,20,2,6,0,20,0,0,0,0
2692,1,1,0,0,3,250,300,3,6,0,120,100,0,0,0
2695,1,1,0,0,3,80,80,1,6,0,0,80,1,1,1
2711,1,1,0,0,3,50,0,0,6,0,50,0,1,4,1
2729,1,0,1,0,2,120,120,4,6,0,0,30,0,0,0
2731,0,0,1,0,3,140,140,4,6,0,0,100,0,0,0
2733,1,0,1,0,2,210,210,2,6,0,20,40,1,2,1
2738,1,1,0,0,2,130,130,4,6,0,20,80,0,0,0
2739,1,1,0,0,3,100,170,3,6,0,30,20,0,0,0
2742,1,1,0,0,3,0,370,1,6,0,0,0,0,0,0
2750,1,1,0,0,3,70,110,2,6,0,20,70,1,2,1
2758,1,0,1,1,3,60,60,2,6,0,10,30,0,0,0
2773,1,1,0,0,1,60,60,2,6,0,50,0,1,2,1
2783,1,1,0,0,3,60,40,3,6,0,60,0,1,4,1
2787,0,0,1,0,1,90,90,2,6,0,50,0,0,0,0
2788,1,0,1,0,2,20,20,1,6,0,0,20,1,1,1
2804,1,1,0,0,2,40,40,2,6,0,20,20,0,0,0
2805,1,1,0,0,3,30,30,1,6,0,0,0,1,1,1
2807,1,0,1,0,3,230,230,2,6,0,0,0,1,1,1
2814,1,0,1,0,3,180,180,2,6,0,20,0,0,0,0
2823,0,1,0,0,1,40,40,2,6,0,10,40,0,0,0
2824,0,1,0,0,2,150,150,2,6,0,40,150,0,0,0
2831,1,1,0,0,2,30,30,1,6,0,20,20,0,0,0
2868,1,0,1,0,3,40,760,1,6,0,40,0,0,0,0
2869,1,1,0,0,3,40,40,2,6,0,20,40,0,0,0
2872,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
2875,1,0,1,0,2,50,30,2,6,0,0,20,1,1,1
