,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
2333,1,1,0,0,3,280,300,3,6,0,70,140,1,4,1
2337,1,1,0,0,1,320,320,2,6,0,50,260,0,0,0
2348,1,0,1,0,3,310,60,0,3,0,310,60,1,5,1
2360,1,1,0,0,2,270,270,1,2,0,200,0,1,2,1
2369,1,1,0,0,3,130,140,3,6,0,90,130,0,0,0
2373,1,0,1,0,3,210,90,2,6,0,40,50,0,0,0
2384,1,1,0,0,1,120,160,3,6,0,120,30,0,0,0
2390,0,0,1,0,2,160,80,2,6,0,160,0,2,7,1
2393,1,0,1,0,1,350,90,0,2,0,260,90,1,2,1
2422,1,1,0,0,1,150,50,1,6,0,150,30,0,0,0
2439,1,1,0,0,1,240,240,3,6,0,80,240,0,0,0
2457,1,1,0,0,2,340,60,0,0,0,250,50,1,10,1
2467,1,0,1,0,3,170,30,0,6,0,100,30,0,0,0
2485,1,0,1,0,3,180,90,1,6,0,180,0,0,0,0
2492,1,1,0,0,3,210,70,1,6,0,210,40,0,0,0
2507,0,0,1,0,2,350,60,0,0,0,220,60,1,2,1
2523,1,0,1,0,2,350,120,0,6,0,310,60,1,2,1
2529,1,0,1,1,2,180,90,2,2,0,180,40,0,0,0
2556,1,0,1,0,3,330,330,3,6,0,20,330,0,0,0
2568,1,0,1,0,2,310,100,0,0,4,160,100,1,4,1
2584,1,0,1,1,3,190,190,1,5,0,120,190,0,0,0
2588,1,0,1,0,2,360,310,3,6,0,170,150,0,0,0
2595,1,0,1,0,1,330,40,0,0,0,280,40,0,0,0
2602,0,0,1,0,1,190,50,0,2,0,140,40,1,2,1
2606,1,0,1,0,2,240,150,1,6,0,240,70,1,2,1
2611,1,0,1,0,2,310,40,0,1,5,290,40,0,0,0
2625,1,1,0,0,1,330,40,0,1,0,300,40,0,0,0
2628,1,1,0,0,2,140,130,2,6,0,110,130,0,0,0
2660,0,0,1,0,3,150,50,2,6,0,150,0,0,0,0
2675,1,1,0,0,2,330,80,0,0,0,260,80,1,2,1
2696,1,0,1,0,1,390,150,1,2,0,300,30,0,0,0
2700,1,0,1,1,1,180,60,0,0,0,180,60,0,0,0
2702,1,0,1,1,3,130,110,3,6,0,130,30,0,0,0
2703,1,0,1,1,2,340,60,0,6,0,190,50,1,6,1
2717,1,0,1,0,3,220,220,1,6,0,0,220,1,1,1
2720,1,0,1,0,3,100,100,2,6,0,100,0,0,0,0
2743,1,0,1,0,3,280,120,1,6,0,280,60,0,0,0
2752,0,1,0,0,1,320,40,0,0,0,240,40,0,0,0
2754,1,0,1,1,3,230,30,0,1,0,100,30,0,0,0
2775,1,1,0,0,1,280,190,1,6,0,70,150,0,0,0
2780,0,1,0,0,2,240,20,1,6,0,240,0,0,0,0
2789,0,0,0,0,3,190,280,2,6,0,190,280,2,3,1
2821,0,1,0,0,1,180,50,0,6,0,180,0,2,8,1
2825,0,1,0,0,2,290,240,1,4,0,270,30,0,0,0
2828,0,0,1,1,2,340,40,0,6,0,300,40,1,2,1
2844,1,0,1,0,3,340,300,2,6,0,170,170,0,0,0
2851,0,1,0,0,2,350,40,0,0,0,300,0,2,6,1
2871,1,1,0,0,2,220,90,1,6,0,140,60,0,0,0
2880,1,0,1,0,3,270,270,1,6,0,210,150,0,0,0
2889,1,0,1,0,1,180,30,2,6,0,180,30,0,0,0
2914,1,0,1,0,2,240,330,2,6,0,170,90,0,0,0
2933,1,1,0,0,2,190,50,0,6,0,100,40,0,0,0
2957,1,0,1,0,1,160,90,2,6,0,160,30,1,2,1
2967,0,1,0,0,2,90,180,3,6,0,80,10,0,0,0
2982,1,0,1,0,3,180,180,2,6,0,110,60,0,0,0
2993,0,1,0,0,2,210,80,2,6,0,210,30,1,2,1
2994,1,0,0,0,2,240,110,0,6,0,240,110,0,0,0
3007,1,1,0,1,2,170,50,0,0,0,120,0,1,11,1
3018,1,1,0,0,3,370,120,0,0,0,190,60,2,8,1
3047,1,0,1,0,3,230,80,1,6,0,230,0,0,0,0
3083,1,0,1,0,3,340,340,3,6,0,190,340,0,0,0
3114,1,1,0,0,3,160,160,1,6,0,100,100,0,0,0
3115,1,1,0,0,2,300,310,1,6,0,220,0,2,4,1
3127,1,1,0,0,2,300,300,2,6,0,290,290,0,0,0
3161,1,1,0,0,1,130,130,0,6,0,100,30,0,0,0
3178,0,0,1,1,3,310,60,0,0,5,230,50,2,4,1
3184,1,0,1,1,2,310,310,1,4,0,30,310,0,0,0
3194,0,0,1,0,3,180,50,0,1,0,110,40,1,7,1
3197,1,0,1,0,3,310,140,0,0,5,260,50,0,0,0
3201,0,1,0,0,3,320,60,0,0,0,210,60,1,9,1
3206,1,1,0,0,3,170,180,3,6,0,100,180,0,0,0
3235,0,1,0,0,1,250,250,2,6,0,170,250,1,2,1
3254,1,0,1,0,2,230,30,0,0,0,190,30,0,0,0
3255,1,0,1,1,1,290,40,0,0,2,180,40,0,0,0
3297,1,1,0,0,1,220,60,0,6,0,90,60,1,2,1
3298,0,0,1,0,2,250,20,2,6,0,250,0,1,9,1
3308,1,0,1,1,2,310,40,0,1,4,240,40,0,0,0
3312,1,1,0,0,3,320,260,1,6,0,320,180,0,0,0
3317,1,0,0,0,3,230,180,2,6,0,230,180,0,0,0
3318,0,1,0,0,2,220,100,1,6,0,220,100,1,2,1
3319,1,0,1,0,2,190,140,1,6,0,160,10,1,2,1
3321,1,1,0,0,2,160,40,0,4,0,130,40,0,0,0
3329,1,1,0,0,2,320,100,0,6,0,120,30,1,2,1
3331,1,0,1,0,2,160,30,0,6,0,130,30,0,0,0
3338,1,0,1,1,1,280,60,0,0,5,240,40,1,11,1
3351,1,0,1,0,2,310,60,0,0,6,280,40,0,0,0
3364,0,1,0,0,2,240,240,3,6,0,180,220,1,2,1
3369,1,0,1,0,1,350,210,0,1,0,270,0,1,5,1
3375,1,1,0,0,1,190,0,0,6,0,190,0,0,0,0
3386,1,0,1,0,3,160,190,2,6,0,160,190,0,0,0
3390,0,0,1,0,2,300,50,0,0,0,200,0,1,3,1
3399,0,0,1,1,1,200,40,0,6,0,200,30,0,0,0
3407,1,1,0,0,1,340,340,3,2,0,270,180,0,0,0
3410,0,0,1,0,2,290,60,0,1,2,230,60,0,0,0
3411,1,0,1,0,3,310,120,0,6,0,160,120,0,0,0
3421,1,0,1,0,3,100,120,1,6,0,90,0,1,3,1
3427,1,0,1,0,2,370,140,0,0,0,190,140,1,2,1
3430,0,1,0,0,2,170,170,2,6,0,110,70,1,2,1
3445,1,0,0,0,1,190,40,1,6,0,160,30,0,0,0
3450,0,0,1,0,2,160,0,0,6,0,160,0,0,0,0
3465,1,1,0,0,2,150,150,3,6,0,150,90,0,0,0
3471,0,1,0,0,3,360,160,1,3,0,320,80,1,2,1
3498,1,0,1,0,3,410,310,3,5,0,70,180,1,2,1
3499,0,1,0,0,2,250,90,2,6,0,250,70,0,0,0
3506,1,0,1,0,1,260,260,0,6,0,260,260,0,0,0
3513,1,1,0,0,2,270,140,1,6,0,180,90,0,0,0
3517,1,0,1,0,3,310,310,1,6,0,0,310,1,1,1
3527,1,1,0,0,2,330,60,0,0,0,240,60,1,12,1
3538,0,1,0,0,3,180,120,2,6,0,180,120,0,0,0
3540,0,1,0,0,2,260,330,2,6,0,140,0,1,5,1
3542,1,0,1,0,2,180,180,1,3,0,170,30,0,0,0
3560,0,1,0,0,1,330,80,0,6,0,230,80,1,12,1
3573,0,0,1,1,3,310,80,0,0,5,230,80,1,2,1
3579,1,1,0,0,1,310,80,0,0,5,220,80,1,6,1
3581,1,1,0,0,2,260,60,1,6,0,260,40,0,0,0
3583,0,1,0,0,1,230,80,0,0,0,110,80,1,8,1
3591,1,0,1,0,3,160,160,3,6,0,150,120,0,0,0
3598,1,1,0,0,3,360,360,2,6,0,0,360,1,1,1
3616,1,0,1,0,3,310,120,0,0,4,310,50,0,0,0
3630,1,0,1,1,2,170,170,2,6,0,100,170,0,0,0
3636,1,0,1,0,1,280,30,0,6,0,200,30,1,2,1
3655,1,0,1,0,1,210,210,3,6,0,40,210,0,0,0
3668,1,1,0,0,1,180,90,2,6,0,180,60,1,5,1
3675,1,1,0,0,2,300,30,0,0,4,210,30,1,2,1
3680,1,0,1,0,3,310,30,0,4,0,300,30,0,0,0
3701,1,0,1,0,3,290,110,3,6,0,290,20,0,0,0
3724,1,0,1,0,2,170,0,0,6,0,170,0,0,0,0
3750,0,1,0,0,2,220,50,1,6,0,40,50,0,0,0
3759,1,1,0,0,3,160,160,2,6,0,120,70,0,0,0
3777,1,0,1,1,2,270,50,0,0,4,180,40,1,2,1
3806,1,0,1,0,2,340,50,0,0,0,140,50,0,0,0
3820,1,1,0,0,3,280,180,3,6,0,100,180,1,4,1
3821,1,0,1,0,3,320,320,2,6,0,180,320,0,0,0
3829,1,1,0,0,2,290,50,0,6,0,180,30,0,0,0
3832,0,1,0,0,1,120,110,2,6,0,120,0,1,2,1
3842,1,0,1,1,2,250,50,0,6,0,160,50,0,0,0
3846,1,0,1,0,2,160,60,0,6,0,110,30,0,0,0
3849,1,0,1,0,2,230,230,3,6,0,10,230,0,0,0
3863,0,0,1,0,2,190,50,0,5,0,50,30,1,5,1
3865,1,1,0,0,1,260,260,3,6,0,120,210,0,0,0
3895,1,0,1,1,2,220,220,3,5,0,60,220,1,2,1
3903,1,0,1,0,2,140,70,0,6,0,80,70,1,2,1
3925,1,0,1,0,3,320,60,0,0,0,250,40,0,0,0
3973,1,0,1,0,3,240,250,2,6,0,40,250,0,0,0
3977,1,1,0,0,2,260,260,3,6,0,20,220,0,0,0
3978,1,0,1,1,2,310,90,0,0,5,290,40,0,0,0
3995,1,0,1,0,1,190,90,3,6,0,0,30,1,1,1
3999,0,0,1,0,2,250,250,2,6,0,70,250,1,2,1
4000,1,0,1,0,3,210,120,1,5,0,60,50,2,4,1
4022,1,1,0,0,3,380,380,3,6,0,150,170,0,0,0
4034,1,1,0,0,2,310,50,0,0,0,200,40,1,2,1
4038,1,0,1,0,1,230,60,0,6,0,230,30,0,0,0
4042,1,1,0,0,2,190,190,2,6,0,70,190,0,0,0
4052,1,0,1,0,3,190,70,0,6,0,170,70,1,2,1
4057,1,1,0,1,1,290,50,0,0,3,250,50,0,0,0
4068,0,1,0,0,2,380,160,1,5,0,30,130,1,2,1
4070,1,1,0,0,2,130,90,3,6,0,130,20,0,0,0
4081,1,0,1,0,3,210,210,2,6,0,100,210,0,0,0
4104,0,0,1,0,2,260,50,0,6,0,230,50,2,4,1
4154,1,0,1,0,2,280,40,0,2,3,240,40,0,0,0
4163,1,0,1,0,2,170,170,3,6,0,70,0,0,0,0
4164,1,0,1,0,3,200,90,1,6,0,60,90,1,2,1
4189,1,1,0,0,3,310,90,0,0,5,210,90,1,9,1
4193,1,0,1,1,3,280,30,0,0,5,260,0,1,12,1
4207,1,1,0,0,1,230,230,4,6,0,170,210,0,0,0
4234,1,0,1,0,3,200,80,0,6,0,200,80,0,0,0
4238,1,1,0,0,2,130,30,0,6,0,60,30,0,0,0
4240,1,1,0,0,3,180,180,1,6,0,180,180,0,0,0
4244,1,0,1,0,3,210,210,3,6,0,0,210,0,0,0
4263,0,0,0,0,1,310,100,1,3,0,310,0,1,7,1
4271,1,0,1,1,2,290,80,0,1,3,200,60,0,0,0
4280,1,0,1,0,3,200,60,1,6,0,50,30,0,0,0
4283,0,0,1,0,2,370,260,1,6,0,30,260,0,0,0
4287,1,0,1,1,0,160,30,1,6,0,160,30,0,0,0
4315,1,0,1,0,2,260,80,0,2,0,200,80,0,0,0
4316,1,0,1,1,1,300,60,0,1,2,120,60,0,0,0
4339,1,1,0,0,3,100,170,2,6,0,100,20,0,0,0
4355,1,0,1,0,1,170,90,2,6,0,170,30,0,0,0
4373,1,1,0,0,3,310,60,1,6,0,310,0,0,0,0
4389,1,0,1,0,2,170,90,2,6,0,0,10,1,1,1
4390,0,0,1,1,2,300,60,1,3,3,260,50,0,0,0
4397,1,0,1,0,3,250,250,3,6,0,160,250,0,0,0
4418,1,0,1,0,1,260,260,2,6,0,120,260,0,0,0
4439,1,1,0,0,2,130,410,4,6,0,0,310,0,0,0
4445,1,1,0,0,2,290,40,0,6,0,170,30,0,0,0
4454,0,0,1,1,3,340,60,0,0,0,270,40,1,7,1
4460,1,0,1,0,2,270,250,0,6,0,220,40,0,0,0
4478,1,0,1,0,3,250,280,2,6,0,190,90,0,0,0
4487,1,0,1,1,3,250,250,3,3,0,120,140,0,0,0
4494,0,0,0,0,1,300,90,0,0,3,170,0,2,5,1
4496,1,0,1,1,2,310,90,1,1,2,10,90,1,2,1
4498,1,1,0,0,2,340,340,2,6,0,210,310,0,0,0
4531,1,0,1,0,2,160,40,1,6,0,160,40,0,0,0
4539,1,0,1,1,3,230,310,4,6,0,140,30,0,0,0
4572,0,1,0,0,2,230,40,0,0,0,160,40,1,13,1
4574,0,0,1,0,2,120,120,2,6,0,100,120,1,2,1
4575,1,0,1,1,0,330,90,0,3,0,200,50,0,0,0
4593,1,0,1,0,3,170,60,2,6,0,170,0,1,3,1
4598,0,1,0,0,2,300,140,1,1,2,300,0,1,3,1
4602,1,1,0,0,1,140,140,2,6,0,120,120,0,0,0
4605,1,0,1,0,2,190,210,1,6,0,190,180,0,0,0
4621,1,1,0,0,3,260,60,0,6,0,170,50,1,2,1
4622,1,0,1,0,3,120,110,3,6,0,120,50,0,0,0
4626,1,0,1,0,2,190,30,0,6,0,160,30,0,0,0
4635,1,0,1,0,1,350,350,3,5,0,0,310,1,1,1
4647,1,0,1,0,3,220,220,3,6,0,160,170,0,0,0
4653,1,1,0,0,3,250,40,0,0,2,150,40,2,4,1
4692,1,1,0,0,3,320,320,3,6,0,250,320,0,0,0
4723,1,0,1,0,2,250,60,2,6,0,250,60,0,0,0
4728,0,0,1,0,3,350,80,0,5,0,180,80,1,8,1
4729,1,1,0,0,3,200,200,1,6,0,20,200,0,0,0
4775,1,1,0,0,3,250,150,0,6,0,250,150,0,0,0
4829,1,0,0,0,1,290,40,0,0,5,220,40,0,0,0
4863,0,1,0,0,3,120,120,2,6,0,110,20,0,0,0
4866,0,0,1,0,2,160,60,0,6,0,90,60,1,12,1
4868,0,1,0,0,2,300,250,4,6,0,300,0,0,0,0
4870,0,0,1,0,3,150,150,2,6,0,110,0,0,0,0
4878,1,0,1,0,3,100,90,1,6,0,100,40,0,0,0
4879,0,0,1,0,3,210,140,1,6,0,210,60,0,0,0
4888,1,1,0,0,2,260,40,0,6,0,180,40,0,0,0
4895,1,1,0,0,1,330,270,3,6,0,120,110,0,0,0
4899,1,1,0,0,2,150,150,3,6,0,100,150,0,0,0
4901,1,1,0,0,1,350,70,0,0,0,260,70,1,2,1
4915,1,1,0,0,2,350,40,0,2,0,260,40,1,2,1
4953,1,0,1,0,3,270,30,1,6,0,270,0,1,4,1
4965,1,0,1,1,2,250,30,0,4,1,230,30,0,0,0
4969,1,1,0,0,2,310,60,0,6,0,310,60,0,0,0
4977,1,1,0,0,3,260,260,1,6,0,230,260,0,0,0
4996,1,1,0,0,0,250,210,0,6,0,210,210,0,0,0
5013,1,1,0,0,3,170,0,0,6,0,170,0,0,0,0
5014,1,1,0,0,3,300,250,2,6,0,0,210,1,1,1
5016,1,0,1,0,2,300,300,2,6,0,160,300,0,0,0
5024,1,1,0,0,3,200,130,1,6,0,130,90,0,0,0
5036,1,0,1,0,3,310,370,2,6,0,10,320,1,2,1
